"rcp_sno","ckg_nm","inq_cnt","rcmm_cnt","srap_cnt","ckg_mth_acto_nm","ckg_sta_acto_nm","ckg_knd_acto_nm","ckg_mtrl_acto_nm","ckg_mtrl_cn","ckg_inbun_nm","ckg_dodf_nm","ckg_time_nm"
2299270,중국식만두,110128,"36","785",찜,야식,면/만두,밀가루,[반죽재료] 강력분 25g| 박력분 150g| 설탕 13g| 소금 3g| 인스턴트 드라이이스트 3g| 따뜻한물 95g| 버터 7g [속재료] 돼지고기 다진것 100g| 배추 50g| 부추 50g| 애호박 30g| 칵테일새우 100g [속재료 양념] 생강 약간| 마늘 1Ts| 간장 1Ts| 맛술 1Ts| 후추 약간| 소금 약간| 참기름 약간,"2인분",중급,"2시간이내"
2301646,전자렌지계란찜,180912,"19","1541",찜,일상,밑반찬,달걀/유제품,[재료] 계란 2개| 물 1컵| 다진 파 1큰술| 다진 당근 1큰술 [양념] 새우젓 0.5큰술,"2인분",아무나,"10분이내"
2302505,소고기순두부찌개,65599,"38","1391",끓이기,일상,찌개,소고기,[재료] 순두부 1봉지| 소고기(국거리용) 2/3C| 신김치 1C| 청고추 1개| 대파 1대| 양파(중) 1/4개| 계란 노른자 1개| 식용유 1T| 고추가루 1/2T| 멸치다시다육수 1+1/2C [양념장] 진간장 1T| 고추가루 1T| 새우젓 1/2T| 맛술 1T| 다진마늘 1/2T| 참기름 1T [소고기 밑간] 진간장 1ts| 참기름 1/2T| 후추가루 약간| 생강즙 1ts,"2인분",초급,"30분이내"
2307220,열무김치,92565,"41","1098",절임,일상,김치/젓갈/장류,채소류,[재료] 열무 2단| 얼갈이 1단| 쪽파 1/2단 [양념] 홍고추 7개| 양파 1개| 생강 1쪽| 밀가루풀 적당량| 굵은소금 적당량| 생수 1컵| 마늘 4통| 고춧가루 적당량| 멸치액젓 적당량| 설탕 1작은술,"6인분이상",초급,"30분이내"
2308961,돼지고기장조림,141395,"16","718",조림,일상,밑반찬,돼지고기,[재료] 돼지고기 안심 400g| 깐마늘 5~6개| 청양고추 2개 [1차 데치는물] 물 2컵| 청주 1큰술| 대파 0.5대| 통후추(또는 후춧가루) 약간 [2차 삶는물] 물 2+1/3컵| 청주 2큰술| 후추 약간 [간장양념] 간장 7큰술| 맛술 2큰술| 흑설탕 2큰술| 물엿 1큰술,"5인분",초급,"90분이내"
2310929,양념꽃게장,108180,"37","1798",무침,일상,김치/젓갈/장류,해물류,[재료] 꽃게 1kg| 쪽파 10대| 청양고추 2개 [양념] 간장 6큰술| 액젓 2큰술| 고춧가루 7큰술| 쌀조청(또는요리당) 4큰술| 매실액기스 2큰술| 후춧가루 약간| 다진마늘 2큰술| 다진생강 1작은술| 청주 2큰술| 통깨 2큰술| 참기름 1큰술| 산초가루 1작은술,"3인분",중급,"60분이내"
2311739,매운감자조림,59242,"16","421",조림,일상,밑반찬,채소류,[재료] 감자 중 4개| 양파 작은 것 1/2개| 대파 1/3대| 홍고추 1/2개| 멸치다시마육수 1+1/2컵 [양념] 고추장 2숟가락| 고춧가루 1숟가락| 다진 마늘 0.5숟가락| 간장 1숟가락| 맛술 1숟가락| 아가베시럽이나 꿀 2숟가락| 참기름 1숟가락| 통깨 0.5숟가락| 후춧가루 적당량,"4인분",초급,"30분이내"
2328895,치즈케이크,75215,"62","3633",굽기,간식,디저트,밀가루,[반죽 재료] 크림치즈 350g| 생크림 70g| 사워크림(플레인 요구르트) 120g| 설탕 65g| 달걀 2개| 박력분 4큰술 [시트 재료] 다이제 비스킷 135g| 버터 85g,"4인분",중급,"2시간이내"
2333318,쇠고기장조림 ,144566,"16","229",조림,일상,밑반찬,소고기,[재료] 쇠고기(홍두깨살) 470g| 꽈리고추 120g| 햇마늘 20쪽| 물 4+1/2컵 [양념] 양조간장 12큰술| 맛술 1+1/2큰술 | 생강즙 1작은술| 올리고당 1+1/2큰술,"5인분",초급,"60분이내"
2338704,고추장아찌,79799,"22","511",절임,일상,밑반찬,채소류,[재료] 고추 120개 [양념] 설탕 170ml| 간장 600ml| 물 300ml| 식초 300ml,"6인분이상",초급,"30분이내"
2344355,생강차,59705,"21","424",끓이기,일상,차/음료/술,채소류,[생강차] 생강 300g| 설탕 300g [생강가루] 생강 300g [생강술] 생강 100g| 정종 400ml,"6인분이상",초급,"2시간이상"
2357288,돈까스,55436,"17","653",튀김,일상,메인반찬,돼지고기,[재료] 돼지고기 돈까스용 600g| 계란| 밀가루| 빵가루 [고기밑간] 양파즙 5T| 맛술 2T| 다진마늘 1T| 생강즙| 후추가루 [돈까스소스] 버터 1T| 양파 1/2개| 밀가루 1T| 우유 1+1/2C| 우스터소스 5T| 케첩 2T,"3인분",초급,"30분이내"
2357630,쭈꾸미볶음,79611,"29","1625",볶음,일상,메인반찬,해물류,[재료] 쭈꾸미 600g| 양파 1개| 청양고추 4개| 대파 1/2대| 떡볶이떡 2줌| 콩나물 250g| 통깨 약간 [양념] 고추장 2큰술| 고춧가루 4큰술| 간장 3.5큰술| 맛술 2큰술| 요리당 2큰술| 후춧가루 약간| 다진마늘 1큰술| 생강가루 약간,"4인분",초급,"60분이내"
2358818,콩나물국,158230,"17","1177",끓이기,해장,국/탕,채소류,[재료] 콩나물 400g| 다진 마늘 1/2큰술| 소금 2작은술| 물 1500ml| 대파 1대,"4인분",초급,"15분이내"
2360672,계란고추장볶음밥,57921,"48","1829",볶음,일상,밥/죽/떡,달걀/유제품,[재료] 달걀 2개| 양파 1/2개| 캔햄 약간| 밥 2공기 [양념] 고추장 1Ts| 설탕 0.3Ts| 간장 1Ts| 굴소스 1Ts| 고추기름 1Ts| 후춧가루 약간| 참기름 1Ts,"2인분",초급,"15분이내"
2373346,치즈롤샌드위치,66966,"54","3337",기타,간식,빵,달걀/유제품,[재료] 달걀 2개| 당근 20g| 식빵 2장| 슬라이스치즈 1장 [양념] 소금 약간| 기름 약간| 마요네즈 2작은술,"1인분",초급,"30분이내"
2382533,시금치된장국,67062,"10","163",끓이기,일상,국/탕,채소류,[재료] 시금치 2줌| 다시마물 2컵| 다진마늘 0.3T| 대파 조금 [양념] 맛된장 1T| 소금 약간,"1인분",아무나,"15분이내"
2395976,육개장,90603,"56","831",끓이기,일상,국/탕,소고기,[재료] 양지머리 600g| 고사리 조금| 토란대 조금| 숙주나물 조금| 마른 표고버섯 4개| 대파 2뿌리| 달걀 2개| 무 조금| 소고기 육수 8컵 [육개장 양념] 소기름 100g| 식물성 기름 1큰술| 새우젓 1큰술| 진간장 1큰술| 소금 1작은술| 다진마늘 1큰술| 다진생강 1작은술| 고춧가루 3컵,"4인분",중급,"60분이내"
2399193,새우덮밥,58446,"136","4931",볶음,일상,밥/죽/떡,해물류,[재료] 불린 당면 1줌(150g 정도)| 새우 20마리| 양파 1/2개| 대파 1/2대| 다진마늘 1큰술| 고추기름 1큰술| 참기름 1큰술 [양념] 멸치다시마다신물 1/2컵| 설탕 1/2큰술| 고추장 1큰술| 굴소스 1큰술| 맛술 2큰술| 후추 약간,"2인분",초급,"30분이내"
2405636,월남쌈,58924,"12","208",기타,손님접대,메인반찬,채소류,[재료] 라이스페이퍼 20장| 돼지고기 불고기감 300g| 게맛살 3~4줄| 오이 1개| 양상추 2줌 | 새싹채소 1/2팩 [양념] 월남쌈소스 적당량 [불고기 양념] 간장 2큰술| 배 50g| 사과 50g| 양파 50g| 물엿 1큰술| 참기름 1큰술| 설탕 1큰술| 다진마늘 2큰술| 깨소금 1.5큰술| 후춧가루 1/3작은술,"3인분",초급,"30분이내"
2425005,고등어김치찜,73238,"10","429",찜,일상,메인반찬,해물류,[재료] 고등어 2마리| 묵은 김치 1/4포기| 김칫국물 1/2컵| 양파 1개| 풋고추 1개| 마늘 2쪽 [양념] 고춧가루 1큰술| 들기름 2큰술| 매실액 2큰술| 맛술 1큰술| 물 적당량,"3인분",초급,"30분이내"
2433227,콩나물해물찜,91072,"39","2406",찜,손님접대,메인반찬,해물류,[재료] 그린홍합(일반홍합)| 대하| 칵테일새우| 오징어| 콩나물| 녹말물| 참기름| 깨| 대파| 물 [양념] 고추가루 4큰술| 다진마늘 2큰술| 맛술 2큰술| 양조간장 2큰술| 올리고당 3큰술| 소금 1/3큰술| 멸치액젓 1큰술| 후추 약간,"2인분",중급,"30분이내"
2435007,콩나물김치국,74959,"34","442",끓이기,해장,국/탕,채소류,[재료] 콩나물| 김치| 육수| 대파 [육수] 자투리야채| 무우| 뒤포리| 다시마 [양념] 마늘| 소금,"4인분",초급,"60분이내"
2447821,매생이국,98664,"13","207",끓이기,일상,국/탕,해물류,[재료] 매생이 250g| 굴 150g| 다진 마늘 1작은술| 천일염 적당량| 물 적당량 [양념] 참기름 1큰술| 조선간장 1+1/2큰술,"1인분",초급,"15분이내"
2449608,떡만두국,93194,"11","513",끓이기,명절,국/탕,쌀,[재료] 떡국떡 3줌| 만두 6개 [양념] 달걀 1개| 멸치 다시마 육수 4컵| 국간장 1스푼| 편마늘 2톨| 편생강 1쪽| 대파 1대,"2인분",아무나,"30분이내"
2449871,목살폭찹스테이크,71234,"17","673",볶음,손님접대,양식,돼지고기,[재료] 돼지고기 목살 250g| 노랑 파프리카 1/4개| 빨강 파프리카 1/4개| 주황 파프리카 1/4개| 양파 1/4개| 마늘 5알| 사과 1/4개| 통조림 파인애플 1개| 브로콜리 1줌 [고기 양념] 시즈닝 솔트 1/2ts| 후추가루 1/4ts| 레드와인 1+1/2Ts [바질 약간 소스 ] 스테이크 소스 2+1/2Ts| 토마토케첩 2+1/2Ts| 레드와인 1Ts| 설탕 1ts| 물엿 1/2Ts| 핫소스 1+1/2Ts| 후춧가루 약간,"2인분",초급,"30분이내"
2450203,안동찜닭,56593,"12","420",찜,영양식,메인반찬,닭고기,[재료] 닭 1마리| 당면 적당량| 청양고추| 홍고추| 대파| 새송이버섯(또는감자) [양념] 시판안동찜닭소스,"4인분",초급,"60분이내"
2469204,김치볶음밥,77173,"29","1169",볶음,일상,밥/죽/떡,쌀,[재료] 밥 2공기| 김장김치 1/4포기| 달걀(프라이용) 2개 [양념] 버터 2작은술| 소금 1작은술| 설탕 2작은술| 고춧가루 1+1/2큰술| 김치국물 1큰술| 참기름 조금,"2인분",초급,"15분이내"
2475700,산적꼬치,104191,"14","489",부침,명절,밑반찬,육류,[재료] 리챔 200그램| 맛살 6줄| 느타리버섯 1줌| 마늘쫑 5줄기| 쪽파 5대| 계란 3개| 포도씨유 넉넉히 [양념] 소금 1/2작은술,"6인분이상",초급,"30분이내"
2476592,약과,73203,"25","539",튀김,명절,디저트,곡류,[재료] 우리밀 중력분 200g| 참기름 3Ts| 소금 1꼬집| 후춧가루 약간| 꿀 3Ts| 소주 2+2/3Ts [양념] 조청시럽 - 조청 400cc| 물 100cc| 생강 40g | 장식해줄 건대추와 잣 적당량,"4인분",고급,"60분이내"
2477488,김치찌개,113338,"36","998",끓이기,일상,찌개,채소류,[재료] 배추김치 1/4포기| 돼지고기 목살 150g| 대파 1/3줄기| 두부 1/2모| 떡국떡 8알| 멸치국물 5컵| 김칫국물 1/2컵 [김치볶음 양념] 버터 1작은술| 김칫국물 2큰술| 다진 마늘 1작은술| 들기름(식용유) 1/2큰술 [돼지고기 양념] 고추장 1큰술| 매실청 2큰술| 다진 마늘 1작은술| 후춧가루 조금 [김치찌개 양념] 고춧가루 1큰술| 다진 마늘 1작은술| 소금 적당량,"4인분",초급,"30분이내"
2482777,떡국,163330,"24","673",끓이기,명절,국/탕,쌀,[재료] 떡국 400g| 소고기 국물 6컵| 진간장 1/2큰술| 소금 2작은술| 달걀 2개| 미나리 조금| 김가루| 참깨| 참기름 [고기육수 재료] 양지머리 500g| 대파 2줄기| 무 1토막| 대파 2줄기| 통마늘 5개| 월계수잎 3장| 물 4리터| 통후추 조금 [떡 삶을 물] 물 3컵| 청주 1큰술| 소금 2큰술 [고기양념 ] 다진 마늘 1작은술| 간장| 깨소금| 후춧가루| 참기름 조금,"3인분",초급,"30분이내"
6838943,오징어볶음,505234,"367","6245",볶음,손님접대,메인반찬,해물류,[재료] 오징어 2마리| 대파 1뿌리| 양파 1개| 양배추 적당히| 당근(생략가능) [양념] 설탕 1T| 다진마늘 1T| 고추장 1T| 고추가루 3T| 간장 5T| 참기름 1T,"2인분",아무나,"30분이내"
2497170,단호박샐러드,85170,"12","647",찜,일상,샐러드,채소류,[재료] 단호박 삶은 것 270g| 건포도 30g| 호박씨 15g [양념] 마요네즈 2+1/2Ts| 생크림 1+1/2Ts| 설탕 1Ts| 머스타드 소스 2/3Ts,"2인분",초급,"30분이내"
2499779,참치김치찌개,150548,"49","1413",끓이기,일상,찌개,가공식품류,[재료] 배추김치 1/4포기| 대파 1/3줄기| 멸치국물 5컵| 김칫국물 1/2컵| 불린당면 조금 [김치볶음 양념] 버터 1작은술| 김칫국물 2큰술| 다진 마늘 1작은술 [참치 옹심이 양념] 두부 1/2모| 참치 1캔| 청양고추 1개| 찹쌀가루 2큰술| 소금 조금| 후추 조금 [김치찌개 양념] 고춧가루 1큰술| 다진 마늘 1작은술| 소금 적당량,"2인분",중급,"30분이내"
2501147,더덕무침,167509,"30","507",무침,일상,밑반찬,채소류,[재료] 더덕 2~3뿌리| 참기름 약간 [양념] 고추장 1/2큰술| 고추가루1./4큰술| 물엿 1/2큰술| 설탕 1/5작은술| 다진마늘| 다진파 1/2작은술| 식초 1/2큰술,"2인분",초급,"15분이내"
2501828,약밥,61484,"26","390",끓이기,명절,밥/죽/떡,곡류,[재료] 쌀 3컵| 물 적당량| 밤 10개| 대추 6개| 해바라기씨 2큰술| 호박씨or은행 2~3큰술 [양념] 흑설탕 2/3컵| 참기름 3큰술| 간장 3큰술| 계피가루 1/2큰술| 카라멜소스 3큰술| 소금 1/2작은술 [카라멜소스] 설탕 4큰술| 물 2큰술| 끓는물 2큰술| 물엿 1큰술,"4인분",중급,"60분이내"
2502354,콩나물국,159408,"52","3548",끓이기,일상,국/탕,채소류,[재료] 콩나물 300g| 다시마 육수 8컵 [다시마육수] 물 10컵| 다시마 작은 것 3장 [양념] 다진 마늘 1작은술| 굵은 천일염 2~3작은술| 대파 1/4줄기| 청양고추 1개,"4인분",초급,"15분이내"
2508119,달래무침,66721,"49","1137",무침,일상,밑반찬,채소류,[재료] 달래 1묶음| 양파 1/2개| 홍고추 1개 [양념] 고춧가루 1큰술| 고추장 1큰술| 다진마늘 1작은술| 설탕 1/2큰술| 식초 2큰술| 간장 1작은술| 매실액 1큰술,"2인분",아무나,"15분이내"
2511002,구절판,75583,"29","737",볶음,손님접대,메인반찬,채소류,[재료] 마른표고버섯 4개| 당근大 1/2개 100g| 오이大 1/2개 110g| 두가지색파프리카中 1/2개씩(총130g)| 쇠고기우둔살 215g| 계란 2개| 시판쌈무 1통 [양념] 참기름 1.5수저| 설탕 1.5수저| 다진마늘 1/2수저| 간장 2.5~3수저| 후추 약1/5수저,"6인분이상",중급,"60분이내"
2513024,부대찌개,95598,"17","550",끓이기,일상,찌개,가공식품류,[재료] 신김치(한컵) 150g| 돼지고기 다짐육 150g| 캔햄(한통) 200g| 소세지 200g| 대파 1/2대| 부대찌개콩 100g| 소금 1/2작은술| 라면사리면(생략가능) 적당량| 국물용 멸치(한줌) 20g| 다시마 작은 것(5*5) 2장| 물 5컵 [돼지고기 밑간] 맛술 1큰술| 고추장 1/2큰술| 후춧가루 1/8작은술| 다진마늘 1/2작은술 [양념] 고춧가루 2큰술| 다진마늘 1큰술| 국간장 1+1/2큰술,"3인분",중급,"30분이내"
2521323,삼겹살조림,88330,"66","4990",조림,손님접대,메인반찬,돼지고기,[재료] 삼겹살 400g| 대파채 약간 [양념] 간장 2~3큰술| 물 5큰술| 물엿 2큰술| 생강술 1큰술| 맛술 2큰술| 연겨자 1/2작은술,"2인분",초급,"30분이내"
2541809,감자탕,89909,"40","803",끓이기,일상,국/탕,육류,[재료] 돼지 뼈 1kg| 감자 4개| 우거지 6장| 시래기 조금| 깻잎 1묶음| 굵은 파 1/2단| 양파 1/2개| 청양고추 3개 [양념] 들깨가루 조금| 고춧가루 조금| 국간장 2큰술| 고춧가루 4큰술 | 다진 마늘 1큰술| 소금 조금| 후춧가루 조금,"2인분",초급,"90분이내"
2548029,샌드위치,57630,"51","1283",굽기,다이어트,빵,채소류,[재료] 호밀빵 또는 곡물빵 2장| 토마토슬라이스 2쪽 60g| 빨강파프리카 2쪽 25g| 치커리 5줄기 15g| 통조림닭가슴살 1/3캔(30g) [양념] 마요네즈 1스푼(10g)| 머스터드 1스푼(10g)| 다진피클 1스푼(15g),"1인분",초급,"15분이내"
2558993,김치찌개,116842,"31","395",끓이기,일상,찌개,채소류,[재료] 김치| 돼지고기| 두부| 대파| 생수,"2인분",초급,"15분이내"
2568508,안동찜닭,206857,"53","4635",찜,일상,메인반찬,닭고기,[재료] 닭(볶음용) 1마리(550g 정도)| 감자 2개| 양파 1/2개| 당근 1/2개| 당면 1줌| 떡볶이용 떡 100g| 청양고추 2개| 대파 1/2대| 우유 1/2컵| 식용유 1큰술| 참기름 1큰술| 참깨 약간| 물 3컵 [양념] 간장 7큰술| 설탕 2큰술| 물엿 1큰술| 굴소스 1큰술| 맛술 1큰술| 후춧가루 1/2작은술| 다진마늘 1큰술,"3인분",중급,"60분이내"
2571398,잔치국수,76773,"12","717",끓이기,일상,면/만두,밀가루,[재료] 소면 1줌| 물 7컵| 당근 1/4개| 호박 1/4개| 다진김치 1/2컵 [양념] 다진마늘 1작은술| 소금| 후춧가루 [육수] 국물용멸치| 다시마| 북어 조금,"1인분",초급,"30분이내"
2579151,초밥,56460,"14","1722",기타,도시락,밥/죽/떡,쌀,[재료] 밥 600g(약 3공기)| 프리미엄 게맛살 8개(고명용)| 오이 2개| 캔햄 1/3개 (340g 짜리의 1/3개)| 배추김치 1/3컵| 김 1/2장| 참기름 1/2큰술| 다시마 5X5cm 1장| 맛술 1큰술 [오이초밥 게맛살 고명] 프리미엄 게맛살 4줄| 마요네즈 1큰술| 와사비 1/2작은술| 물엿 1/2작은술 [배합초] 식초 3큰술| 설탕 2큰술| 소금 1작은술,"3인분",초급,"60분이내"
2588422,돼지갈비김치찜,71242,"12","401",찜,일상,메인반찬,돼지고기,[재료] 돼지갈비 1Kg| 배추김치 1/2포기| 대파 1/2뿌리| 들기름 2큰술| 부추 약간| 통깨 약간| 멸치다시마 국물 3컵 [양념] 김치국물 약간,"5인분",초급,"60분이내"
2593139,깍두기,133485,"78","3383",무침,일상,김치/젓갈/장류,채소류,[재료] 무 2개(2kg)| 소금 3큰술 [양념] 고춧가루 5큰술| 새우젓 1큰술| 설탕 1큰술| 마늘 1큰술| 쪽파 10대,"6인분이상",초급,"2시간이상"
2593966,모닝빵샌드위치,163608,"28","3450",기타,도시락,빵,밀가루,[모닝빵 반죽재료] 강력분 250g| 우유 135g| 버터 30g| 달걀 30g| 드라이 인스턴트 이스트 4g| 소금 4g| 설탕 25g [속재료] 햄 150g| 오이 100g| 양파 60g| 허니 머스터드 소스 35g| 마요네즈 45g [장식재료] 달걀물 적당량,"4인분",중급,"2시간이상"
2597761,닭가슴살라면,100883,"26","401",끓이기,야식,면/만두,가공식품류,[재료] 라면 1개| 닭가슴살캔 1개| 새송이버섯 1개| 대파 1대| 물 3컵 [양념] 된장 1T,"1인분",초급,"15분이내"
2599226,다슬기국,76284,"9","374",끓이기,해장,국/탕,해물류,[재료] 다슬기 1.5Kg| 부추 100g| 아욱 130g| 된장 2큰술| 대파 1뿌리| 물 적당량 [양념] 조선간장 2큰술| 다진 마늘 1큰술| 천일염 적당량,"3인분",초급,"30분이내"
2614878,미트퀘사디아,126138,"33","2263",굽기,일상,빵,육류,[재료] 시판용 또르띠아 4장| 다진 쇠고기 150g| 다진 돼지고기 150g| 양파 1/2개| 피망 1/2개| 까망베르 치즈 100g| 피자치즈 80g [양념] 핫소스 2큰술| 다진마늘 1큰술| 소금 1/2작은술| 후춧가루 1/5작은술| 올리브 2큰술,"2인분",초급,"60분이내"
2625139,주먹밥,66256,"58","1966",기타,도시락,밥/죽/떡,쌀,[재료] 게맛살 3개| 계란 2개| 깻잎| 메추리알 16개| 감자 1/2개| 양파 1/4개| 청피망 1/4개| 홍파프리카 1/4개 [양념] 간장 1/4컵| 설탕 1큰술| 청주 1큰술| 후추| 소금,"2인분",초급,"30분이내"
2628435,베이컨간장말이밥,76197,"123","5726",볶음,일상,밥/죽/떡,가공식품류,[재료] 베이컨 8장| 밥 1컵정도 [양념] 간장 1+ 1/2큰술| 매실액 1큰술| 물엿 1/2큰술| 청주 1큰술| 굴소스 1작은술| 후추 조금,"2인분",초급,"30분이내"
2628780,쌀미음,136525,"31","493",끓이기,이유식,밥/죽/떡,곡류,[재료] 쌀 15g| 물 150ml,"1인분",초급,"30분이내"
2632999,볶음밥,92730,"22","1505",볶음,일상,밥/죽/떡,쌀,[재료] 밥 220g| 양파 65g| 햄 75g| 달걀 2개 [양념] 간장 1큰술| 소금 약간,"2인분",초급,"15분이내"
2635045,닭죽,143164,"12","301",끓이기,일상,밥/죽/떡,닭고기,[재료] 토종닭 1마리| 황기| 대추| 마늘 약간| 불린 현미찹쌀과 현미쌀 1그릇| 다진양파 1줌| 당근 1줌| 표고버섯 1줌| 쪽파 1줌 [양념] 소금| 후추 약간| 참기름 1스푼,"4인분",초급,"2시간이내"
2641617,크림스파게티,57500,"13","609",볶음,초스피드,면/만두,밀가루,[재료] 스파게티면 2인분| 양송이 3개| 베이컨 3줄| 양파 1/3개| 모시조개 1줌| 청양고추 1개| 다진마늘 1T [양념] 우유 1C| 생크림 1C| 파마산치즈가루 2T| 후추가루(백후추) 약간,"2인분",초급,"30분이내"
2659680,채소바나나샐러드,81753,"103","5280",기타,일상,샐러드,과일류,[재료] 바나나 1+1/2개| 파프리카 1/2개| 방울토마토 6개| 양상추 2장 [양념] 플레인 요구르트 100g| 바나나 1/2개,"1인분",아무나,"15분이내"
2673466,계란막대토스트,117233,"192","7899",부침,간식,빵,밀가루,[재료] 식빵 2장| 베이컨 4장| 슬라이스치즈 1장| 딸기잼| 달걀| 파슬리 [양념] 소금,"2인분",초급,"30분이내"
2675381,삼겹살김치볶음밥,55039,"31","527",볶음,일상,밥/죽/떡,돼지고기,[재료] 밥 2공기| 삼겹살 200g| 김장김치 1/4포기| 버터 2작은술| 달걀 2개 [양념] 고춧가루 1+1/2큰술| 소금 1작은술| 설탕 2작은술| 김치국물 1큰술| 참기름 조금,"2인분",초급,"30분이내"
2677134,모카브라우니,69637,"16","819",굽기,초스피드,빵,밀가루,[재료] 밀크 커버춰 100g| 버터 90g (또는 식물성 오일 70g)| 박력분 50g| 코코아가루 15g| 설탕 110g| 달걀 2 1/2개| 베이킹파우더 1/3작은술| 커피에센스 2g (또는 인스턴트 커피 4g),"2인분",초급,"30분이내"
2677248,양배추볶음,58000,"13","619",볶음,일상,밑반찬,채소류,[재료] 양배추| 당근| 마늘| 청양고추| 맛살 [양념] 굴소스 2스푼| 간장 1스푼| 참기름 1스푼| 후추 약간,"2인분",초급,"15분이내"
2686754,하와이안무스비,91063,"50","2075",기타,도시락,밥/죽/떡,채소류,[재료] 밥 2공기| 달걀 4개| 깻잎 10장| 햄 200g| 소금 약간| 참기름 1작은술| 김밥용 김 3~4장,"2인분",아무나,"30분이내"
2707748,매실장아찌,58620,"5","90",절임,일상,밑반찬,과일류,[재료] 매실 5kg [양념] 소금 1/2컵| 설탕 5kg,"6인분이상",중급,"60분이내"
2708085,김치콩나물국,60238,"11","554",끓이기,해장,국/탕,채소류,[재료] 김치| 콩나물| 대파| 청량고추 [육수] 표고버섯기둥| 뒤포리 [양념] 소금| 다진마늘,"3인분",초급,"30분이내"
2710406,마늘장아찌,67977,"11","417",절임,일상,밑반찬,채소류,[재료] 통마늘 [양념] 물| 식초| 간장| 설탕,"6인분이상",아무나,"2시간이상"
2711856,단호박샐러드,87099,"24","1263",삶기,영양식,샐러드,채소류,[재료] 단호박 1통| 옥수수통조림| 크렌베리| 견과류 [양념] 플레인요거트| 마요네즈,"4인분",초급,"30분이내"
2716998,베이컨월남쌈,228075,"76","4986",기타,다이어트,메인반찬,채소류,[재료] 베이컨| 라이스페이퍼 [속재료] 양배추| 양파| 오이| 당근| 깻잎| 파인애플| 칵테일새우| 소면 [땅콩소스] 땅콩버터 1T| 간장 2/3T| 꿀 1T| 식초 1T| 우유 약간 [피시소스] 피시소스(또는 멸치액젓) 1T| 물 3T| 레몬즙 1T| 설탕 1T| 청양고추 1개| 홍고추 1개,"3인분",초급,"60분이내"
2724199,총각김치,97981,"11","227",무침,일상,김치/젓갈/장류,채소류,[재료] 총각무 4단| 굵은소금 2컵| 쪽파 1/2단| 양파 1개| 찹쌀가루 3큰술| 물 2.5컵 [양념] 다진마늘 3큰술반| 고춧가루 2컵반| 물 4컵| 다진생강 1큰술| 설탕2큰술| 새우젓 1큰술반| 멸치액젓 1컵| 간양파 1.5개| 청양고추 3개| 홍고추 12개,"6인분이상",고급,"2시간이상"
2724209,식빵러스크,59137,"37","541",굽기,일상,과자,밀가루,[재료] 식빵| 버터| 설탕,"5인분",아무나,"15분이내"
2729175,오이지보관,136614,"33","610",절임,일상,기타,채소류,[재료] 작은 조선오이 50개 [양념] 물 6리터| 소금 500g| 물엿 1L,"6인분이상",초급,"2시간이상"
2737364,키위쥬스,99965,"25","691",기타,초스피드,차/음료/술,과일류,[골드키위 주스 재료] 골드키위 1+1/2개| 얼음 1/2컵| 물 100cc| 매실청 1T| 올리고당 1T [그린키위 주스 재료] 그린키위 1개| 얼음 1/2컵| 물 100cc| 올리고당 3T,"2인분",아무나,"5분이내"
2742448,떡볶이,81731,"20","667",볶음,일상,밥/죽/떡,쌀,[재료] 떡볶이 1팩| 어묵 3장| 양배추| 대파 [양념] 고추가루 50cc| 물엿 3TS| 소금| 멸치육수 500cc,"2인분",초급,"30분이내"
2753007,부대찌개,75503,"13","313",끓이기,일상,찌개,가공식품류,[재료] 캔햄 1/2캔| 프랭크소시지 3개| 표고버섯2개| 대파 1대| 두부 1/2모| 미나리 1줌(50g)| 청양고추 1개| 라면사리 [양념] 고추가루 3큰술| 미소된장 1큰술| 다진 마늘 1큰술| 들기름 1큰술| 액젓이나 참치액 1작은술| 육수 4컵| 후추 약간,"2인분",아무나,"30분이내"
2800546,부추김치,55850,"11","311",절임,일상,김치/젓갈/장류,채소류,[재료] 부추 [양념] 마른고추| 생강| 마늘| 밥| 생새우| 새우젓| 멸치액젓| 사과| 배| 양파,"6인분이상",아무나,"15분이내"
2803587,스터프드에그,62889,"93","3719",삶기,손님접대,디저트,채소류,[재료] 달걀 4개| 오이 1/3개| 슬라이스 햄 1장| 파슬리 1/2줄기 [양념] 마요네즈 2T| 머스터드 0.3T| 소금 약간| 후춧가루 약간,"2인분",아무나,"30분이내"
2808418,순대볶음,128772,"19","507",볶음,일상,메인반찬,가공식품류,[재료] 순대 400g| 당면 50g| 양파 3/4개| 당근 1/3개| 대파 1/2대| 깻잎 12장| 풋고추 2개| 양배추 100g| 들깨가루 1큰술| 물 1/2컵| 포도씨유 1큰술 [양념] 고춧가루 2큰술| 간장 2큰술| 매운 굴소스 1큰술| 올리고당 1큰술| 설탕 1큰술| 맛술 1큰술| 다진마늘 1큰술| 생강소스 1큰술| 참기름 1/2큰술| 통깨 1큰술| 후춧가루 약간,"3인분",초급,"30분이내"
2817859,골뱅이무침,94709,"146","1262",무침,술안주,메인반찬,해물류,[재료] 조림 골뱅이 1캔| 달걀 2개| 오이 1/4개| 대파채| 청양고추 5개| 쫄면| 오징어채(북어채) 1줌 [양념] 고추장 2+1/2큰술| 고춧가루 1큰술| 간장 1큰술| 식초 3큰술| 조청 쌀엿 2큰술| 다진마늘 1큰술| 참기름 1큰술| 깨 2/3큰술| 골뱅이 통조림 국물 2큰술,"",초급,"30분이내"
