genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Adventure|3D|Third-Person|,"May 21, 2021",None,Nakana.io,72,Klassefilm,Cosmic Top Secret,tbd,"Cosmic Top Secret plunges players into a fantastic world of intrigue and espionage where all is not what it seems. Based on actual events and brought to life through its cast of colourful characters, Cosmic Top Secret features a truly unique storybook world made entirely from paper and"
Action Adventure|Historic|Open-World|,"Nov 11, 2014",None,Ubisoft,72,Ubisoft,Assassin's Creed Unity,5.0,"1789. Paris - France. The French Revolution turns a once-magnificent city into a house of terror and chaos. Its cobblestone streets run rouge with the blood of commoners who dared to challenge the oppressive aristocracy. As the country comes apart at the bloody seams, a young man named Arno heads out on an unprecedented journey to expose the real powers underpinning the Revolution. His quest injects him into the heart of a ruthless struggle for the fate of a nation, and transforms him into a legitimate Master Assassin. From the siege on the Bastille to the killing of King Louis XVI, feel the reality of the French Revolution as never before, and assist the people of France carve a new destiny."
Role-Playing|Action RPG|,"Mar 17, 2015",M,Square Enix,72,HexaDrive,Final Fantasy Type-0 HD,8.2,"<span class=""blurb blurb_collapsed"">It's quite a joy to play a Final Fantasy and not to leave blanching and sad to see how they have prostituted.<br/> <br/>One of my best games of last</span>"
Action|Platformer|2D|3D|,"Mar  4, 2016",E,RageSquid,72,RageSquid,Action Henk,tbd,"Action Henk is a platform-racing game set in a beautifully crafted 3D toy box world, where a cast of classic action figure inspired characters compete to once and for all prove that Action Henk is the fastest of them all. The game challenges players to shave milliseconds off their times by running, jumping and butt-sliding with 5 playable characters across over 70 challenging levels in a game which revels in almost sonic speeds."
Action Adventure|General|,"Mar 14, 2017",M,Focus Home Interactive,72,Cyanide,Styx: Shards of Darkness,7.3,"Following the fall of Akenash tower, an extraordinary matter has forced Styx out of hiding and into Korrangar, city of the Dark Elves. Supposedly impregnable, a diplomatic summit offers Styx a chance at slipping in unnoticed. His infiltration complete, Styx will stop at nothing to accomplish"
Action Adventure|General|,"Jul  4, 2019",T,Netflix,72,BonusXP,Stranger Things 3: The Game,4.5,"Developed and published by BonusXP in collaboration with Netflix, Stranger Things 3: The Game is the official companion game to Season 3 of the hit original series. This adventure game blends a distinctively retro 16-bit art style with modern gameplay mechanics to deliver nostalgic fun with"
Simulation|Virtual|Virtual Life|,"Dec  3, 2019",M,Wales Interactive,72,Kaigan Games OU,SIMULACRA,tbd,"An interactive FMV horror experience of exploring a missing woman’s phone. You found the lost phone of a woman named Anna. In it, you see a desperate cry for help in the form of a video message. You talk to her friends and they have no idea where she is. Her texts, emails and photo gallery provides fragments of information and it’s up to you to piece it together."
Action|Miscellaneous|Rhythm|Music|,"Nov  4, 2014",T,Ubisoft,72,Ubisoft,Rocksmith 2014 Edition,7.4,"The Rocksmith 2014 Edition is rebuilt from the ground up, and you'll experience improved features, a new look, more flexible and deeper practice tools, new techniques and tunings, over 50 new hit songs, and more. With the Session Mode, Rocksmith 2014 Edition takes guitar-learning to a new level by allowing you to play guitar with a virtual band that follows your every lead. Select from an assortment of backing instruments or styles, and Session Mode reacts to the notes you play."
Role-Playing|Action RPG|,"Jun  3, 2016",T,Badland Games,72,Anima Project,Anima: Gate of Memories,7.5,"It was a refreshing and incredible adventure, the best indie game I have played in a lot of time. 5 finals, a lot of secrets, incredible ost, playability..."
Shooter|Shoot-'Em-Up|Horizontal|Action|Rhythm|Music|,"Aug 28, 2020",M,Plug In Digital,72,Headbang Club,Double Kick Heroes,7.3,"<span class=""blurb blurb_collapsed"">Butcher loads of zombies in Rhythm with METAL! Survive the wasteland fighting an epic freakshow!<br/> <br/>Double Kick Heroes mixes a shoot'em up with a rhythm game!

Merging face-melting heavy metal rhythm riffs, with a high-octane zombie crushing shoot 'em up, Double Kick Heroes is like no game</span>"
Action|Platformer|2D|,"Jan 29, 2016",T,Haruneko,72,Haruneko,Amazing Princess Sarah,5.7,"You are Sarah, princess of the peaceful realm of Kaleiya. The quiet life of your kingdom was lost the day your father was seduced and then kidnapped by Lilith, a demon mistress. Her only desire is to dominate your empire and kill you. Use your powerful sword to kill all Lilith's minions, then quickly throw the dead body on the next enemy to perform amazing combos! Travel through ice castles, cold dungeons, lava caves and much more - straight to the castle where Lilith hides! Bring your father and king back home!"
Sports|Individual|Ski / Snowboard|,"Dec  2, 2016",T,Ubisoft,72,Ubisoft Annecy,Steep,6.5,"In Steep, players can use the innovative trail feature to relive their most inspiring rides and trailblazing achievements, and share them on social networks with friends. Along with sharing ride replays, players can also use this feature to challenge friends to outrace them on a shared path, create epic stunts or set out to discover the massive mountain playground."
Action|Platformer|3D|,"Nov 14, 2017",E,THQ Nordic,72,THQ Nordic,De Blob,tbd,"<span class=""blurb blurb_collapsed"">Launch a Color Revolution!<br/> <br/>Only de Blob can flip, smash, and paint his way into the all-powerful INKT Corporation to launch a color revolution and save Chroma City from a future without color.

* Paint the city and smash your way past inky enemies to save the citizens.
* Dodge ink</span>"
Action|Shooter|Shoot-'Em-Up|Vertical|,"Feb 28, 2017",E10+,HUCAST,72,HUCAST,Ghost Blade HD,6.4,"Ghost Blade HD is an intense bullet-hell shoot 'em up game, with satisfying and addictive score-based gameplay, with its tradition going back to the shooting games of the 1990s era. Designed with a modern graphic style and special effects, Ghost Blade also features a 2-player mode. Ghost Blade HD Is easy to learn, yet hard to master. "
Action Adventure|Survival|Adventure|3D|First-Person|,"Feb 21, 2020",T,Red Thread Games,72,Red Thread Games,Draugen,tbd,"Draugen is a Single-Player First-Person Walking Simulator carrying a narrative wrapped around a mystery. You play as Edward and are followed by his ward Alice. Set in the '20s in the Norwegian countryside, Edward travels to this remote town to find his sister Betty. Once there Edward realizes something sinister, and tragic happened here. Without giving out spoilers, we'll say the end is the best part of Draugen. With it's few twists and turns in the story, the game unfortunately simply leaves us wanting in the end, as the game feels more like an interactive (barely) graphic novel more than a game. With very little left for you to deduce on your own, you'll follow along with Edward and Alice as they unravel some of the happenings that took this small village. The scenery is incredible, breathtaking, and rich, only to be enhanced by the ambient soundtrack. The voice acting is obviously well-intended and you can tell the actors are giving it their heart. The rigid character models and animations, unfortunately, detract from the rest of the beauty you see in this narrative. At the end of the credits, it acclaims Edward and Alice will Return, and that gives me hope that this was simply an introduction to a bigger overture. Overall the experience is short, and as I said before leaves much to be desired."
Sports|Individual|Nature|Fishing|,"Oct 15, 2019",E,Maximum Games,72,Bigben Interactive,The Fisherman: Fishing Planet,5.6,It's made with a true fisherman at heart. If your looking for arcade style fishing game this isn't your cup of tea. If your someone who will sit in the cold and rain for four hours for just a hope of a bite you'll love this game. As an advid fisherman I truly recommend this game!
Action|Platformer|2D|,"Jun  8, 2016",E,Green Lava Studios,72,Green Lava Studios,Fenix Furia,tbd,None
Action Adventure|Open-World|,"Jun  6, 2018",E,Hollow Tree Games,72,Seaven Studio,Shape of the World,tbd,"Sometimes there’s nothing better than playing a nice relaxing game because at times you need a rest from the stressful and challenging game’s that are everywhere. Unfortunately though these types of game’s don’t hold your attention for very long but when they do you end up having a very immersive experience. Shape of the World may not be the best game in the world and it may have a few shortcomings, but it got more things right than it got wrong and in the end the uniqueness and charm made the game very enjoyable. The uniqueness the game has comes from its mechanics. These mechanics combine together extremely well and doing the nature-based aspects really do make you have a worthwhile experience for the most part. Unfortunately though there just isn’t enough to do in the game so that means that things can start to get a little repetetive and tedious, but thankfully the puzzles that are present in the game do ease that a little bit. The puzzles certainly have a creative edge to them and whilst none of them are really challenging in any way they do a very good job of keeping the gameplay fresh and in a way interesting. Without a doubt the best way to enjoy this game is by exploring. Exploring really allows you to see the true beauty of the fantastic world in which the game’s set and the best thing is that the game doesn’t hold you back so you’re free to explore what you want and where you want at all times. I would however have liked to have seen a story included when exploring because even though exploring can be fun and interesting a story would’ve given the game a true meaning and in my opinion a decent narrative makes any game accessible to a more gamers. Another thing that the game doesn’t really have is content. In terms of content there isn’t a huge amount for you to get to grips with and the worst thing is that once the game is completed you’re highly unlikely to return back to it, which is a shame because the content that is here is pretty good and more replaybility would’ve been something that I would’ve loved. Without a doubt my favourite thing about this game was its presentation. Visually the game can look stunning at times and there’s nothing better than seeing the world come alive in all areas. The music and sound design also play a big part in this game and when these aspects combine with the visuals the immersiveness can be off the charts at times. At the end of the day Shape of the World is a game that won’t be for everybody, but if like me you like game’s that give you a nice relaxing and sometimes mysterious adventure then you will really like what this game has to offer because in the end it can be really different from the other game’s out there."
Puzzle|General|Logic|,"Aug 14, 2015",E,The Quantum Astrophysicists Guild,72,Ty Taylor and Mario Castaneda,The Bridge,7.4,"The Bridge is a 2D logic puzzle game that forces the player to reevaluate their preconceptions of physics and perspective. It is Isaac Newton meets M. C. Escher. Manipulate gravity to redefine the ceiling as the floor while venturing through impossible architectures. Explore increasingly difficult worlds, each uniquely detailed and designed to leave the player with a pronounced sense of intellectual accomplishment. The Bridge exemplifies games as an art form, with beautifully hand-drawn art in the style of a black-and-white lithograph."
Action|Platformer|2D|,"Oct  6, 2021",E,Microids,74,Ocellus Studio,Marsupilami: Hoobadventure,tbd,"Punch, Twister and Hope are three Marsupilamis living a peaceful life in Palombia. Their lives are about to take a drastic turn when they accidentally open a sarcophagus whilst playing with debris on a beach, releasing a mysterious ghost cursing all the animals! Thankfully, our three Marsupilamis are immune to the curse and decide to set out on an adventure and find the ghost and reverse the curse. Inspired by the comic book Marsupilami from Franquin, this 2.5D platformer will take you on a colorful journey through the Palombian jungle, a coastal city and even an abandoned temple. Jump, punch, dash and swing with your tail like only Marsupilamis do. While mainly targeting a younger audience, the most dedicated gamers would be delighted to learn a Time Attack mode will challenge them to finish each level as fast as they can. And for the completionist, a beautiful artwork gallery will be unlocked after collecting hidden feathers and visiting secret dojos."
Action|Platformer|Shooter|Third-Person|None|Metroidvania|Arcade|,"Mar 16, 2016",T,Epic Games,74,Chair Entertainment,Shadow Complex Remastered,6.0,"Shadow Complex Remastered, released May 3rd for Steam and PS4, and previously released for Xbox One, is true to the original, but is cleaned"
Action|Platformer|3D|,"Nov 14, 2017",E10+,Warner Bros. Interactive Entertainment,74,TT Games,LEGO Marvel Super Heroes 2,7.3,"With a completely original branching storyline, LEGO® Marvel Super Heroes 2  introduces amazing new gameplay features, including the ability for characters to manipulate time and a four-player competitive Super Hero battling mode. With a huge array of brand new characters from the Marvel Universe, including old favorites in new guises, this game is sure to thrill both LEGO and Marvel fans, as well as newcomers to the series."
Action Adventure|General|,"Feb 13, 2018",T,Over The Moon,74,Over The Moon,The Fall Part 2: Unbound,7.8,"First of all, I was a massive fan of the first game and that was mainly because it had a unique story and it had many exciting moments littered throughout. Thankfully The Fall Part 2: Unbound is a fantastic continuation of the series and without a doubt it satisfied me a great deal. The story is once again the thing that stands out most. Everything about the story is fantastic and the best thing is that it keeps you on the edge of your seat the whole way through. One of the reasons the story is so successful is because the characters in the game are a joy to behold and for me they are some of the best characters I’ve ever come across in a game. When it comes to the gameplay that’s on offer in the game you will notice a number of different mechanics in play at the same time, and thankfully most of these different mechanics hold up really well. I never found myself getting bored with the gameplay, but I would have liked a little more variety when it came to the combat in the game. Don’t get me wrong the combat isn’t bad but I would have liked them to have made it a little less frustrating. Once again there are an abundance of puzzles for you to get to grips with in the game, and thankfully some of these puzzles are amazing. What you will notice is that each puzzle matters and the clever design of each puzzles makes completing them very rewarding. There isn’t much bad about this game but I will say that it does suffer with a few technical issues every now and then, but a small patch would sort this out easily. In terms of the presentation side of the game it ticked a lot of boxes for me. Visually the game has a dark sinister side to it and I think it creates a very unique atmosphere. The sound design also manages to create a unique atmosphere as well and I thought the voice actors did a wonderful job with their roles. At the end of the day Over The Moon have done a wonderful job with part 2 of this fascinating series, and in some ways they’ve even made it better than the first game. Everything about this game just feels right and when everything that’s right combines together it delivers a very memorable experience. If you enjoyed the first game then The Fall Part 2: Unbound is an absolute must buy and I can’t wait to see what the series has planned for us next."
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Jul 15, 2015",E,Eclipse Games,74,Eclipse Games,Tachyon Project,6.9,"In Tachyon Project you take control of Ada, a software program that has taken conscience and that was designed to hack into the most secure servers on Earth. After some rather mysterious events, Ada is thrown out of the test server where it was living and out into the Internet, but when she tries to go back there she finds she's unable to. She'll then start a journey to uncover the truth behind what happened to her creators, which she considers her parents. In the process she'll find out that things were a bit more complex than she initially thought. Tachyon Project is a dual stick shooter where we've taken concepts from the classic shoot'em up genre and tried to adapt them to the dual stick shooter genre. In Tachyon Project the player will find the gameplay versatility and speed traditional to dual stick shooters but with the variability in weapons and enemies that you usually find in shoot'em ups. The variety of weapons, secondary weapons and perks allow for hundreds of combinations for your ship. [Eclipse Games]"
Role-Playing|Action RPG|,"Jul 10, 2018",T,Sega,74,Sega,Shining Resonance Refrain,8.1,"<span class=""blurb blurb_collapsed"">The good:<br/>A JRPG with all the cliches of the genre (evil empires, lolis, dragons, dark knights, elves, bikini armor, ridiculous weapons,</span>"
Miscellaneous|Party / Minigame|,"Oct 16, 2018",T,"Jackbox Games, Inc.",74,"Jackbox Games, Inc.",The Jackbox Party Pack 5,tbd,"<span class=""blurb blurb_collapsed"">1-8 with an audience of up to 10,000!<br/><br/>It's the biggest Party Pack yet with five party-saving new games!
1) The pop-culture trivia mash-up YOU DON'T KNOW JACK: Full Stream (1-8 players). The classic returns, full of wild new surprises.
2) The what-if game Split the Room (3-8 Players). Create</span>"
Driving|Racing|Arcade|Mission-based|Automobile|,"Feb 20, 2015",M,No Goblin,74,No Goblin,Roundabout,5.6,"This game is so much silly fun. Gets too much hate for being ""different"". I love the goofy cut scenes, the crazy spinning game mechanic and wild 70's aesthetic. Some games feel like the developers themselves had fun making it and it shows. Relax and just have fun with this hidden gem."
Action|General|,"Mar 20, 2018",M,Koei Tecmo Games,74,Omega Force,Attack on Titan 2,6.8,"Based on the anime series and building on the fast-paced action the series is famous for, ATTACK ON TITAN 2 is the sequel to 2016's action game and features new gameplay mechanics. Players once again don the renowned Omni-Directional Manoeuver Gear as they fight and repel the fearsome Titans that threaten humanity, to restore peace within the walls. "
Puzzle|Hidden Object|,"Apr  6, 2018",T,Big Fish Games,74,Big Fish Games,Enigmatis 3: The Shadow of Karkhala,tbd,"<span class=""blurb blurb_collapsed"">The demonic Preacher has escaped to the remotest reaches of Tibet in pursuit of a dark secret that could give him ultimate power. He first escaped the Detective and her partner, P.I. Richard Hamilton, in Maple Creek, and then again at Ravenwood Park. This time, it is personal.<br/> <br/>After</span>"
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Apr  3, 2020",M,HoundPicked Games,74,"Troglobytes Games, S.L.",HyperParasite,7.1,"<span class=""blurb blurb_collapsed"">One of my favorite things about this game is that I keep coming back to play it simply because of the humor and addictive gameplay.<br/> <br/>Enemy</span>"
Adventure|Visual Novel|,"May  1, 2020",T,PQube,74,Fiction Factory Games,Arcade Spirits,tbd,"What if the 1983 video game marketing crash never happened? Set in 20XX, Arcade Spirits is a visual novel romantic comedy with a different history, where arcades still reign supreme as the ultimate place to play. After a period of turbulent employment, your character starts an exciting new job at the Funplex: a popular local arcade with a team of staff that are as eccentric as the customers."
Adventure|General|3D|First-Person|,"Apr 15, 2021",None,Versus Evil,74,Mad About Pandas,HitchHiker - A Mystery Game,tbd,"As a hitchhiker with no memory or destination, you catch a series of rides across a strange and beautiful landscape, tracking the mysterious disappearance of a person close to you. Your drivers range from stoic farmers to off-duty waitresses, and each one has a story to tell. Clues appear,"
Action|Strategy|Real-Time|General|Command|,"Jul 12, 2016",E10+,Anarteam,74,Anarteam,Anarcute,7.3,"These are dark times. A group of evil corporations has taken over the world's major cities. They've taken over the media, brainwashed the police and are now shamelessly running citizens' lives from the security of their skyscrapers. It is time to act. Assume control of the revolution to confront the terrible Brainwash Patrol who are dominating the world. [Xbox.com]"
Action|Shooter|Shooter|First-Person|Fantasy|Fantasy|Arcade|,"Oct 21, 2014",M,Majesco Games,74,Flying Wild Hog,Shadow Warrior,7.5,"Shadow Warrior is bold reimagining of 3D Realms' cult classic shooter from developer Flying Wild Hog (Hard Reset) and independent game label Devolver Digital (Serious Sam 3: BFE, Hotline Miami, LUFTRAUSERS) for PC and next-gen consoles.  Blending the viciously over-the-top gunplay of its predecessor with the elegant precision of the powerful katana, Shadow Warrior is an imaginative take on the classic arcade-style shooter."
Action Adventure|General|,"Apr  8, 2016",None,A Crowd of Monsters,74,A Crowd of Monsters,Blues and Bullets - Episode 2: Shaking The Hive,4.5,"<span class=""blurb blurb_collapsed"">Eliot Ness, the former leader of the legendary Untouchables, wished only to spend the rest of his days working in his diner, not dwelling too much on the cesspit of corruption his city, Santa Esperanza, had degenerated into.<br/> <br/>But things rarely go as planned.

When children suddenly start</span>"
Action|General|,"Jul  5, 2019",M,Koei Tecmo Games,74,Omega Force,Attack on Titan 2: Final Battle,5.3,"Attack on Titan 2: Final Battle adds incredible content to an already amazing game. Final Battle Adds the third season of the Anime story, and makes this game one of the most complete anime titles on the market.  Now you can dive even deeper into Attack on Titan and play the story in it's completion! This DLC also brings a home new game mode to take on solo or bring some friends to Multiplayer after completing the levels. Take the fight right to Humanity's front door in Territory Recovery, and let the adrenaline flow as you clear droves of Titans from the ares inside of Wall Rose and help raise Humanity back to their feet, taking back area to grow more potatoes (If Sasha has anything to do with it). Territory Recovery also unlocks in game exclusive moments, giving more reasons to replay the story! Accompanying the new story mode Final Battle brings the playable character count over 40 with five new characters from the third season, Caven, Floch, Kenny, Nifa, and Zeke can now be unlocked to use in Territory Recovery, and Multiplayer. Straight from Season three of the Anime, Anti-Personnel ODM, and the Thunder Spear add new variety to spice up your Titan slaying experience in Story and Multiplayer! Adding more characters, even more replay value, and ramping up the Multiplayer, Attack on Titan 2: Final Battle is a must own DLC for any fan of AoT!"
Horror|Action Adventure|Horror|Survival|,"Jan 27, 2015",M,Warner Bros. Interactive Entertainment,74,Techland,Dying Light,8.0,"A survival game presented from a first-person perspective, Dying Light is set in a broad, dangerous open world. Throughout the day, you comb a city environment ravaged by a puzzling epidemic, scouring for supplies and fashioning weapons to assist you in defeating the hordes of brainless, flesh-hungry enemies the plague has spawned. When the night falls, the hunter becomes the hunted as the infected increase their strength and aggressiveness - but even more deadly are the nocturnal, inhuman predators that leave their nests to feed."
Action RPG|Role-Playing|Western-Style|,"Aug 18, 2020",T,THQ Nordic,74,Owlcat Games,Pathfinder: Kingmaker - Definitive Edition,6.1,"Pathfinder: Kingmaker is the first single-player isometric CRPG set in the world of a top-selling D&D type role-playing game by Paizo. Being a tribute to such classics as Baldur's Gate and Neverwinter Nights, it brings back memories of beloved gameplay mechanics and embarks the player on a"
Adventure|General|,"Jul  9, 2021",E,Nakana.io,74,Paralune LLC,Mythic Ocean,tbd,"What would you do if you were friends with the gods, and your influence on them could change the universe? Mythic Ocean is an atmospheric and charming adventure where you'll befriend a pantheon of gods under the sea, help them find themselves, and make choices that shape the creation of a"
Strategy|General|,"Jan 19, 2018",T,Curve Digital,74,Warm Lamp Games,Beholder: Complete Edition,tbd,"Seize control of your destiny in a grim dystopian world over which the State has absolute authority. Privacy is dead in this forbidding new age but you still have to make a living. As the manager of a government-run apartment building, you must keep your residents comfortable and well-fed while fulfilling the directives of your superiors, who insist on knowing everything that's going on between your dilapidated walls."
Action Adventure|General|,"Aug 22, 2019",M,Square Enix,74,DONTNOD Entertainment,Life is Strange 2: Episode 4 - Faith,5.8,"The saga picks up in a Humboldt County, California hospital room where Sean, gravely wounded, wakes up to find that Daniel is still missing. Under arrest, and facing tough questions from law enforcement, Sean is running out of options. Only quick thinking and unexpected allies can secure his freedom. “In Episode 4, we re-join Sean at his lowest point. The disaster that separated him from his brother has scarred him for life, and he is lost, alone and in quite a bit of trouble,” said Michel Koch & Raoul Barbet, Co-Creative Directors of Life is Strange 2. “Sean is already at a breaking point, and now faces some of the toughest situations in his life as he desperately searches for Daniel, whose absence hangs heavy over the whole episode. Considering what happened in that California Redwood forest, even if he can locate his brother – he can’t be sure of who, or what he will find.” Searching for Daniel under the scorching Nevada sun and through freezing desert nights, Sean must make his toughest choices yet. Puerto Lobos and the dream of freedom have never felt so far away. Will Sean’s faith in Daniel be rewarded – or is the younger wolf lost forever?"
Action Adventure|General|Survival|,"Feb 24, 2016",T,The Molasses Flood,74,The Molasses Flood,The Flame in the Flood,5.5,"Just finished the campaign and I fully believe this game is a hidden gem. Its challenging but not overly so, the soundtrack is amazing and the"
Action Adventure|General|Modern|,"Nov 11, 2014",E10+,Warner Bros. Interactive Entertainment,74,TT Games,LEGO Batman 3: Beyond Gotham,7.1,"Batman joins up with the super heroes of the DC Comics universe and blasts off to outer space to stop the evil Brainiac from destroying Earth. Using the power of the Lantern Rings, Brainiac miniaturizes worlds to add to his demented collection of mini cities from around the galaxy. Te greatest super heroes and the most cunning villains must now unite and travel to different Lantern Worlds to collect the Lantern Rings and stop Brainiac before nothing more can be done."
Action Adventure|General|Open-World|,"Jun 15, 2018",E10+,Warner Bros. Interactive Entertainment,74,TT Games,LEGO The Incredibles,7.3,"LEGO The Incredibles, a new video game where players take control of their favourite Incredibles characters in unforgettable scenes and action sequences from both Disney Pixar films, The Incredibles and the upcoming The Incredibles 2. The game encourages players to work together by combining the Parr family's abilities and unique powers to conquer crime and family life in a LEGO world full of fun and humour. With LEGO The Incredibles, fans can experience the non-stop action from both movies while fighting crime together as a super hero family. In LEGO The Incredibles, players explore action-packed story levels and an epic hub world, including Municiberg and New Urbem, as they use their unique super abilities to bring the city's villains to justice."
Sports|Individual|Combat|Wrestling|,"Mar 23, 2021",None,Retrosoft Studios,74,Retrosoft Studios,RetroMania Wrestling,7.8,"<span class=""blurb blurb_collapsed"">RetroMania Wrestling is the official sequel to the classic arcade game Wrestlefest that was released in 1991 by Technos of Japan.<br/><br/>RetroMania Wrestling will be a ""pick up and play"" arcade wrestling game with beautiful 2D sprites, incredible backgrounds and fast-paced arcade style game play.</span>"
Simulation|Flight|Combat|,"Jul 10, 2018",E10+,Curve Digital Games,74,Runner Duck,Bomber Crew,6.2,"There have been a ton of World War II game’s that have come out over the year’s and for me it’s one of my favourite settings. As you can imagine then whenever a game has a World War II theme I’m very eager to get to grips with it and the best thing about the new game Bomber Crew that’s made its way to the Xbox One is that it focuses on the flying side of war. Decent flying game’s are very few and far between and thankfully Bomber Crew can be added to the decent flying game’s list despite the shortcomings it suffers with. One thing that impressed me right from the get go were the strategy elements the game boasts. Each move and little different thing you do matters in the long run so when you end up completing a mission you end up getting a great sense of achievement. This sense of achievement though also has some frustrating moments thrown in as well because the game’s difficulty curve can be quite difficult at times. The awkward controls also don’t help when it comes to the frustration levels as well and you’ll find that it will take you quite a while to get used them. When you do get used to them though you will be pleased with the amount of content that’s available to you. There is more than enough to keep you satisfied for quite a while and even though the missions do get repetetive after a while completing them still gives you a nice little rush. As you progress through the various missions the game delivers a number of different upgrades and unlockables to you and without a doubt obtaining each different upgrade is worth it which means the game does have quite a bit of replayability. Whilst I was impressed with the upgrades and unlockables some of them do require a lot of grinding to obtain and this can make things become a little tedious and repetetive. I must admit though that I was glad I carried on despite the repetetiveness because each upgrade did make the game a little easier, which is great. On the presentation side of things Bomber Crew isn’t going to win any awards but I actually enjoyed what was on offer here. Visually the game has a nice cute cartoony style and the accompanying sound design combines well with these visuals making the gameplay even more fun in a way. At the end of the day Bomber Crew has quite a few interesting mechanics in play at the same time and in a way this does give the game a little bit of uniqueness. This uniqueness means that you can look past the game’s imperfections and in the end you end up having quite an enjoyable time with Bomber Crew."
Simulation|General|,"Jun  9, 2019",E,BillyGoat Entertainment Ltd,74,BillyGoat Entertainment Ltd,Supermarket Shriek,6.2,"<span class=""blurb blurb_collapsed"">Scream like a man! Scream like a goat! Scream together!<br/><br/>Join the unlikely duo of man and goat in this unique (shopping) kart racer, as they traverse precarious obstacles and complete deadly challenges inside a range of shops, boutiques and supermarkets. An outlandish solo adventure and a</span>"
Racing|Simulation|Automobile|,"Sep 10, 2019",E,704Games,74,Monster Games Inc.,NASCAR Heat 4,6.3,"A huge improvement over NH3. It feels like they have polished most of the gameplay and features they have been building for the past few games. The driving is more realistic and tighter. The audio is top-notch and makes you feel very immersed. There are still some gameplay bugs that have not been completely fixed and the content for the game is still not as much as it can be. However, the improvements 704 has made with each title is noticed. If you have enjoyed any of the previous titles I would recommend buying this game and you will not be disappointed."
Action Adventure|Open-World|Role-Playing|Action RPG|,"May 26, 2020",E10+,Mojang AB,74,Mojang AB,Minecraft Dungeons,7.7,"What exactly is Minecraft: Dungeons? It's an all-new action-adventure game inspired by classic dungeon crawlers, where you'll constantly discover new weapons and items that will help you defeat a ruthless swarm of new-and-nasty mobs. You'll fight or flee through canyons, swamps and of course mines. You can brave the dungeons alone, or team up with friends. Up to four players can battle together through action-packed, treasure-stuffed, wildly varied levels, all in an epic quest to save the villagers and take down the evil Arch-Illager."
Action|Platformer|2D|,"May 20, 2015",T,Big Pixel Studios,74,Big Pixel Studios,Mega Coin Squad,6.4,"<span class=""blurb blurb_collapsed"">This is a fun little game that is fairly easy for the first 4 or 5 levels.  Then the difficulty really picks up.<br/> <br/>It hearkens back to the</span>"
Role-Playing|Western-Style|,"Mar 22, 2016",M,Bethesda Softworks,74,Bethesda Game Studios,Fallout 4: Automatron,6.0,"The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods; mixing limbs, armor, abilities, and weapons like the all-new lightning chain gun. Even customize their paint schemes and choose their voices!"
Miscellaneous|Board / Card Game|,"Sep  9, 2016",E,Ripstone,74,Ripstone,Pure Chess: Grandmaster Edition,tbd,"Pure Chess Grandmaster Edition is a stunning celebration of the greatest strategy game of all time. Pure Chess is packed with an amazing level of features and accessible tutorials, so whether you're a budding Grand Master or playing Chess for the first time, you'll find everything you need right here."
Action|Platformer|2D|3D|,"Sep  7, 2021",E,Sega,74,Sega,Sonic Colors: Ultimate,4.7,One of the best games I played. I really don't understand why this game is relieving lots of hate. Some fuxkers just coming to Metacritic for giving negative scores. First of all go play these games u fuxkers. Then u ppl have the right to hate something. Without experiencing don't simply talk shiit.
Miscellaneous|Exercise / Fitness|,"Nov 19, 2013",E,Majesco Games,73,Zoe Mode,Zumba Fitness World Party,6.2,"Zumba is a fantastic game for those who want to have a variety of music and culture in their dancing game, and a fun one to boot. It's a bit more forgiving than Just Dance 2014, so when you hear the music and see the dance patterns it usually gives credit where credit is due, unless you aren't moving of course. If you're looking for household names and pop stars, then look away; this set-list is attune to just the music going to the moves, as well as Zumba original music. That said it's all very fun, there's a solid variety to the songs, and once you find some that you like, you're pretty hooked. Zumba has some incredibly frustrating kinect controls, it was a huge mistake not to implement use of the controller to navigate menus. Also with multiple players, the kinect has a difficult time linking a gamertag to the person, and when you want to sign in to continue your workout progress it becomes very tedious. My only other complaint is that I wish the setlist were a little bit more than 44 songs, but at the same time that's hardly anything to rag on, considering the replay-ability on most of the songs.  If you're looking for a game to dance to and maybe get something out of it, Zumba hits the right notes, it'll make you sweat after a few songs, the music is fun, and it really moves every part of your body. Just make sure you have the patience to tolerate the kinect and it's few shortcomings."
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Jan 27, 2017",M,Pixellore,73,Pixellore,Subterrain,tbd,"In Subterrain, you fill the shoes of Dr. West, the apparent lone survivor of MPO, an underground city on Mars. Do what you must to survive: battle enemies, fight hunger and thirst, mend your wounds, and gather resources in a constant struggle to survive the catastrophe that’s beset Mars! You may end up being your own worst enemy if you’re careless. Every decision you make is critical as the world does not wait for you."
Action Adventure|General|,"Sep 24, 2020",T,Team17,73,AggroCrab,Going Under,6.8,"Going Under is a roguelite-inspired dungeon crawler about exploring the cursed ruins of failed tech startups. You’ll wield office junk as weapons as you battle your way through the forsaken office complexes. Stab a demon with a thumbtack one moment, run over a goblin with a smart car the next–your options in combat are constantly changing. "
