genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Racing|Arcade|Futuristic|,"Dec  7, 2017",E10+,Vector Unit,75,Vector Unit,Riptide GP: Renegade,7.5,"Riptide GP: Renegade drops players into a futuristic world of illicit hydro jet racing, where armored riders kick out death-defying stunts over massive waterfalls, outrun cops, and boost at breakneck speeds across surging waves. With a deep career mode and both split screen and online multiplayer, Riptide GP: Renegade is the first game in the popular racing series designed especially for modern consoles."
Role-Playing|Adventure|General|Japanese-Style|,"Sep 18, 2018",M,NIS America,75,Nippon Ichi Software,Labyrinth of Refrain: Coven of Dusk,7.8,"<span class=""blurb blurb_collapsed"">Become the living book, Tractatus de Monstrum, and command a brigade of puppet soldiers as you navigate the twisting passageways of the labyrinth of Refrain.<br/><br/>When at your base, prepare for your journey by upgrading your brigade! Create new puppet soldiers, assign them different squads and</span>"
Roguelike|Role-Playing|Action RPG|,"Jul 12, 2019",T,tinyBuild,75,Matt Dabrowski,Streets of Rogue,8.1,"<span class=""blurb blurb_collapsed"">Streets of Rogue is a rogue-lite about player choice, freedom, and anarchic fun. The game takes inspiration from fast-paced top-down rogue-lites and adds free-form, experimentation-driven, emergent gameplay elements of immersive sims and RPGs.<br/> <br/>Rather than taking place in a dungeon, the</span>"
Action|General|,"Nov 22, 2018",None,tinyBuild,75,Pinokl Games,Party Hard,8.2,"In Party Hard, you play as someone who is really tired of the neighbors having loud parties. Instead of calling the police, you decide it’s a better idea to kill everyone – using your faithful knife and the environment. The tactical strategy follows a series of killings at parties through-ought the USA. Party Hard has semi-procedural environments and focus on unique ways of killing people. In the greatest traditions of sneaking games, your main goal is not to get caught, while silently picking off unsuspecting victims one by one. Dancing and blending in during a suspicious situation is key. "
Action|Platformer|3D|,"Oct  3, 2019",E,Spotlightor Interactive,75,Spotlightor Interactive,Candleman,8.0,"Candleman is an action adventure story entwined with low-light gameplay. Acting as a little candle who can burn for only 10 seconds, players will venture through unsettling darkness. Struggle to overcome obstacles based on the mechanics of light and shadow. Explore a wide range of enchanted environments while seeking distant light. Unveil the hidden treasure that concerns us all."
Action|Platformer|2D|,"Jul  5, 2018",E,Four Horses,75,Four Horses,Miles & Kilo,7.6,"Miles and Kilo have been attacked by a mischievous specter! With their plane in pieces and a gang of thieving scoundrels running off with the important parts, the unfortunate duo's only hope of escape is to embark on a thrilling chase across a haunted island. A fast-paced, lovingly-crafted"
Adventure|General|,"Aug  3, 2018",E,Headup Games,75,Fizbin,The Inner World: The Last Wind Monk,6.8,"Great continuation of the first game (play it first! story is connected). You can see some improved visuals here and there (although 1st part already looked very good). Great traditional puzzle mechanics, good story continuation, lovable characters. Just make it longer (only 5h) or give us another part."
Action|Platformer|3D|,"Aug 28, 2018",E10+,Nordic Games Publishing,75,Nordic Games Publishing,de Blob 2,7.0,"In de Blob 2 Comrade Black and the Inkies are back with a whole new plot to rid the world of color. With all new help from Papa Blanc and his flock of followers the Blancs, Blob and his friends will have their work cut out for them bringing color back to the citizens of Prisma City. Set off on an action-packed color adventure where custom paints, patterns and music bring the world to life. de Blob 2 is a creative evolution driven by your imagination!"
Adventure|Point-and-Click|,"Aug 14, 2018",M,Telltale Games,75,Telltale Games,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,7.7,"After years on the road facing threats both living and dead, a secluded school might finally be Clementine's chance for a home. But protecting it will mean sacrifice. Clem must build a life and become a leader while still watching over AJ, an orphaned boy and the closest thing to family she has left. In this gripping, emotional final season, you will define your relationships, fight the undead, and determine how Clementine's story ends."
Strategy|Real-Time|Defense|,"Feb 21, 2019",T,EXOR Studios,75,EXOR Studios,X-Morph: Defense,8.1,Unique fusion of a top down shooter and tower defense strategy. You are the X-Morph - an alien species that invades Earth to harvest its resources and terraform the surface. Strategize in the build mode by carefully selecting various types of alien towers or throw yourself right into heat of the battle. Build mazes for incoming enemies in an environment that provides exceptional planning freedom. Tear down buildings and collapse bridges to support your defense or to simply indulge in a spectacle of unprecedented destruction. Possess a range of unique alien weapons and use defense strategies like you've never seen before in this genre.
Strategy|Turn-Based|Card Battle|,"Nov  5, 2019",None,Asmodee,75,Fantasy Flight Games,The Lord of the Rings: Adventure Card Game,8.2,"Build a deck of iconic Heroes and challenge the forces of Sauron in this thrilling tactical card game. Go forth and explore famous locations, complete story-driven quests, and forge your own legend of Middle-earth. But beware the Eye of Sauron—should you draw his attention, all will be lost…"
Action|Action Adventure|Platformer|Open-World|Metroidvania|,"Sep 27, 2018",E,Elden Pixels,75,Elden Pixels,Alwa's Awakening,6.8,"Use your magic staff and progress through a large interconnected world where you'll solve puzzles, fight enemies and defeat bosses in order to help free the land of Alwa. Explore and uncover the secrets by using your platforming skills in this challenging and charming 8-bit adventure game. Alwa’s Awakening is a game that tries to stay as close as possible to the authentic 8-bit look with sweet pixel art, a soundtrack filled with catchy chiptunes and so much charm it’ll bring you right back to the golden age of video games. With easy to understand controls the game is easy to learn but tough to master, just like how games were in the old days."
Action|Platformer|2D|,"Feb 13, 2019",None,Tikipod Limited,75,Tikipod Limited,Iron Crypticle,7.5,The glorious Royal Treasures of Cryptonia have been stolen. Now the King’s washed-up knights must suit up and descend into the ancient palace crypts to return those GOLDEN GOODIES. Get ready for GHOULISH arcade action in this epic medieval twin-stick dungeon shooter. Up to 4 players (local co-op) can fight together to SMASH through all manner of ghouls and fiends. 
Action Adventure|General|,"Feb  8, 2019",None,Uppercut Games,75,Uppercut Games Pty Ltd,City of Brass,6.6,"Looks great on the switch.  I loved the rogue-lite style of this plunder/explore/escape game.  It has a lot of interesting systems and characters that are fun to explore.  Addictive gameplay loop, and I recommend it to anyone who likes action-adventure with a good dose of rogue-lite!"
Action Adventure|Open-World|,"Oct 14, 2020",None,Another Indie,75,Glass Heart Games,Vigil: The Longest Night,5.7,"Underrated and atmospheric. Vigil is an excellent, artistic title that rewards patience and persistence. All wrapped up in a macabre and melancholy art style with haunting music and creature designs."
Adventure|General|,"Jun 25, 2019",M,Klabater,75,Polyslash,We. The Revolution,6.7,"We. The Revolution is a unique game with a singular art style set in the blood-soaked and paranoid world of the French Revolution, where often you could not tell a friend from an enemy. As a judge of the Revolutionary Tribunal, you will pass sentences and play a dangerous political game. At the end of a day you will also confront your decisions with your family. The power over human life and death is a heavy burden that can affect the fate of the revolution. Keep that in mind each time when passing sentence in the courtroom, while assigning tasks to your agents, and weaving political intrigue. We. The Revolution is addressed chiefly to players who enjoy moral dilemmas, complex personal choices, and want to immerse themselves in the world of sophisticated intrigue."
Action|Rhythm|Music|,"Oct  3, 2019",E,Ichigoichie,75,Ichigoichie,Hexagroove: Tactical DJ,8.0,"Hexagroove: Tactical DJ combines elements of strategy, rhythm, and action games in a unique blend of self-expression. Your goal as a DJ is to combine musical loops in real time to regulate a virtual audience's energy, working them into a state of euphoria with your artistic skills. The"
Strategy|Real-Time|General|,"May 15, 2020",T,Merge Games,75,Amplitude Studios,Dungeon of the Endless,6.8,"If you like Into the Breach, FTL and Invisible Inc. you have to love this one. You manage the rooms you open and install modules to get resources and tower to defend of the enemies waves that appears in the dark rooms you can't illuminate. The objective is to clear a floor creating a path in order to carry a crystal from the starting room to the floor exit. When you clear 12 floors you win the run. The tactical decisions are crucial. Very very fun and smart rogue like game. A must have."
Adventure|General|,"Sep  5, 2019",T,Unbound Creations,75,Unbound Creations,Headliner: NoviNews,7.6,"It's actually quite wonderful, most games with choices like these kill you off before you see any real changes as a result of your decisions. This game gives a lot of leeway, and the characters are well written."
Adventure|3D|First-Person|,"Oct 15, 2019",E,100 Stones Interactive,75,100 Stones Interactive,The Eyes of Ara,8.0,"Alone on a remote island stands a long-abandoned castle, the source of many a ghastly rumor and unsettling tale. Not all is as it seems. A mysterious signal has begun broadcasting from somewhere within the ancient halls. Something inside the castle has awoken, and someone needs to venture inside to discover the truth. Lose yourself in this award-winning puzzle adventure as you explore a vast, mysterious castle riddled with secret vaults and hidden rooms. Experience stunning 3D environments and weave your way through a complex tapestry of thought-provoking puzzles to unravel a mystery bridging the scientific and the arcane."
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Mar 13, 2020",E10+,STUDIO EVIL,75,STUDIO EVIL,Syder Reloaded,tbd,"Syder Reloaded is an overcharged and furious side-scrolling hybrid shoot 'em up. Jump back to the '90s when bulky tech was cool and games were all about skills and high scores. Syder Reloaded is a remastered and enhanced edition of Syder Arcade (2012). Follow Captain Reyes and the Starship Orinoco in their quest to stop the alien threat that looms over Miza. Survive as long as you can while defending the Shield Nebula. Fight the pirate onslaught to the Lighthouse, and fend off relentless waves of capital ships. Fly like a bullet and challenge your piloting skills in the Ice Canyon."
Role-Playing|Japanese-Style|,"Feb 27, 2020",T,Degica,75,G-mode,Hero Must Die. Again,8.0,None
Adventure|Visual Novel|,"May  1, 2020",T,PQube,75,Fiction Factory Games,Arcade Spirits,tbd,"What if the 1983 video game market crash never happened? Set in 20XX, Arcade Spirits is a visual novel romantic comedy with an alternative history, where arcades still reign supreme as the ultimate place to play. After a period of turbulent employment, your character starts an exciting new job at the Funplex: a popular local arcade with a team of staff that are as eccentric as the customers. But where will this new-found employment opportunity take you? Who will you meet along the way? And will you finally find the romance you’ve been seeking? "
Action Adventure|General|,"Apr 29, 2021",T,Numskull Games,75,Henk Nieborg,Battle Axe,tbd,"Battle Axe is an arcade top-down hack & slash featuring high-quality visuals created by veteran pixel artist Henk Nieborg, true to form game mechanics, and music from the legendary VGM composer Manami Matsumae – retro gamers rejoice. For as long as you and your people can remember, your"
Adventure|3D|First-Person|,"Jul  7, 2020",E,Pillow Castle Games,75,Pillow Castle Games,Superliminal,9.6,"<span class=""blurb blurb_collapsed"">Perception is reality. Escape from a mind-bending dream where everything is exactly as it seems.<br/> <br/>As you fall asleep with the TV on at 3AM, you remember catching a glimpse of the commercial from Dr.Pierce’s Somnasculpt dream therapy program. By the time you open your eyes, you’re already</span>"
Adventure|Visual Novel|,"Apr 23, 2020",M,Degica,75,Kogado Studio,Yumeutsutsu Re:Master,tbd,"""Save your sister"" Country girl Ai Otori joins the game company where her sister works. There her story of love, mystery, and game-making begins. Yumeutsutsu Re:Master is a girls-love adventure game set in a small japanese game studio. The story is set in the town of Koenji, not far from the"
Adventure|General|,"Jun 24, 2020",T,Izanagi Games,75,Izanagi Games,Death Come True,3.6,"<span class=""blurb blurb_collapsed"">A new wave interactive movie game where your actions, and the ending of the story, are determined by your choices.<br/> <br/>A completely new science fiction mystery, in full-length live-action movie format, from genius creator of the ""Danganronpa"" series, Kazutaka Kodaka.

Player controls are</span>"
Adventure|General|,"Aug 18, 2020",None,Perfectly Paranormal,75,Perfectly Paranormal,Helheim Hassle,tbd,"Helheim Hassle is a narrative adventure game that is as much about friendship as it is about body parts. From the same universe (and set on the same Tuesday in fact) as previous hit Manual Samuel, comes this macabre adventure where you play as Bjørn, a pacifist viking who hates the idea of dying and going to Valhalla… who then ends up dying and getting taken to Valhalla. When Bjørn is resurrected to assist with a task for the mysterious Pesto, he sees a way to negotiate his way out. Using Bjørn’s undying corpse with its ability to detach and combine limbs at will, players must solve challenging puzzles and navigate tricky levels in order to retrieve a certain magical item… In return, Pesto will try to grant Bjørn a permanent residence in Helheim – what a hassle."
Action|Platformer|2D|,"Oct 22, 2020",None,Raw Fury,75,Art in Heart,GONNER 2,tbd,"Death needs your help! Defeat bosses while navigating your way through a chaotic colourful procedurally generated platformer (with co-op), but... Don’t Lose Your Head. In GONNER2, our altruistic and unexpected hero Ikk is back! And this time Death needs his help. Her lair has been taken over by a mysterious presence and she needs Ikk to take it down. Journey your way through deep dark chaotic places with sparks of unimaginable colour and crazy bosses, all while trying to literally keep your head!! GONNER 2 is a procedurally generated platformer with roguelike elements that will keep you on your toes - now with more added, colour and chaos."
Role-Playing|Roguelike|,"Dec  2, 2020",E10+,Spike Chunsoft,75,Spike Chunsoft,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,8.1,"<span class=""blurb blurb_collapsed"">Climb the Tower of Fortune and Challenge Reeva, the God of Destiny!<br/> <br/>After stopping the revival of a demon god at the Magic Castle of the Desert, Shiren and Koppa set off in search of new adventures. Soon thereafter, our heroes wandered into small village. This village, Inori, has a legend</span>"
Action|Beat-'Em-Up|2D|,"Sep 17, 2020",None,Horberg Productions,75,Horberg Productions,Super Punch Patrol,5.8,I love the art style they went with in this game. It’s a really fun beat em up and was only $5! I enjoyed trying to get past my last high scores and the unlockables were a really fun addition. Especially the gunman Clive outfit. Super Punch Patrol is great for people who love classic beat em ups.
Miscellaneous|Party / Minigame|,"Nov 19, 2020",E,Coatsink Software,75,Coatsink Software,Cake Bash,tbd,By far the most fun party game on Stadia. It is a laugh and a half with my family.  We have enjoyed it so much that I bought Resident Evil
Action|Action Adventure|General|Platformer|3D|,"Nov 26, 2020",None,CFK,75,Izzle,QV,tbd,"<span class=""blurb blurb_collapsed"">Start a dimension-jumping adventure with Quby!<br/> <br/>In a universe, dimensions are connected to each other.

In the center of the passages lies Dimensional Core, keeping the balance between dimensions.

This balance began to collapse when the Core stopped working.

Unless someone</span>"
Miscellaneous|Compilation|,"Feb 19, 2021",T,Activision,75,Blizzard Entertainment,Blizzard Arcade Collection,2.8,"<span class=""blurb blurb_collapsed"">Relive the Legacy: Experience a blast from Blizzard's past! The Blizzard® Arcade Collection brings three of our classic console games to modern platforms and new audiences. INCLUDED GAMES:<br/> <br/>• Blackthorne®: As mercenary captain Kyle Blackthorne, traverse an alien planet, liberate the</span>"
Adventure|3D|First-Person|,"Aug 16, 2021",T,Digixart Entertainment,75,Digixart Entertainment,Road 96,7.5,"<span class=""blurb blurb_collapsed"">Hitchhike your way to freedom in this crazy procedurally generated road trip made by renowned indie creators. No one's road is the same!<br/> <br/>Summer 1996, Today is the day!

You hit the road. Adventure. Freedom. Escape. Run. Flee the Regime. Try to survive.

On this risky road trip to the</span>"
Adventure|3D|Third-Person|,"May 21, 2021",None,Nakana.io,75,Klassefilm,Cosmic Top Secret,tbd,"Cosmic Top Secret plunges players into a fantastic world of intrigue and espionage where all is not what it seems. Based on actual events and brought to life through its cast of colourful characters, Cosmic Top Secret features a truly unique storybook world made entirely from paper and"
Miscellaneous|Compilation|,"Oct 15, 2021",M,Crytek,75,Crytek,Crysis Remastered Trilogy,6.3,"The classic first person shooter from Crytek is back with the action packed gameplay, sandbox world, and thrilling epic battles you loved the first time around. Crysis Remastered Trilogy includes each of the single player campaigns from the legendary first person shooters Crysis, Crysis 2,"
Action Adventure|Open-World|,"Feb 10, 2022",E,Nordcurrent,75,Nordcurrent,Ocean's Heart,tbd,"This is such a feel good game! It reminds me of classic Zelda, while still being very much its own game. I haven't finished it yet, but so far I've really enjoyed it. The difficulty level is just right. The game didn't hold your hand, but it also doesn't punish you harshly for dying. The dialogue is well written and funny. The art and music has that retro feeling. I'm very much enjoying the time I've spent playing this game!"
Miscellaneous|Compilation|,"Feb 17, 2022",M,Ubisoft,75,Ubisoft Montreal,Assassin's Creed: The Ezio Collection,6.8,"Make history as the legendary Master Assassin, Ezio Auditore da Firenze, in Assassin's Creed: The Ezio Collection, which includes the acclaimed single-player campaigns and single-player add-on content from Assassin's Creed II, Assassin's Creed: Brotherhood, and Assassin's Creed: Revelations"
Action|General|Platformer|2D|,"Feb 15, 2019",E10+,Humanature Studios,75,Humanature Studios,ToeJam & Earl: Back in the Groove!,6.0,"ToeJam and Earl have crash-landed back on Earth in ToeJam & Earl: Back in the Groove!, a funky fresh roguelike adventure infused with old skool hip-hop and jam packed with awesome throwbacks to the 1991 classic. Original Funk Lord (and co-creator) Greg Johnson is back at the helm with the sequel that ToeJam and Earl fans have been waiting for."
Action|Platformer|2D|,"Jul 28, 2021",E,Cloud M1,75,Cloud M1,Ayo the Clown,6.9,"This is just a simple and fun 2D platformer....period.  If you miss the old days when platformers were just basic, cut and dry, fun to play games then this one is for you.  Good control for a 2D platformer, lots of hidden items to discover, fun and colorful graphics, an overall end goal to achieve and a 100% completion goal that is clear to achieve without being obscure or off the wall.  This game really surprised me.  Give it a shot."
Simulation|Miscellaneous|Vehicle|Party / Minigame|Combat|,"May 25, 2021",E,Nighthawk Interactive,75,Toyful Games,Very Very Valet,tbd,"1 to 4 players control an ""elite"" team of puppet valets, working together to overcome any and all valet-related challenges.  It's going to take teamwork and a certain ""just park it anywhere"" mentality to save the world from a severe parking crisis!  It's not enough to just be a valet - be a VERY VERY VALET. Valet alone or with friends!  Up to four players can work together to solve this severe parking shortage.  Help each other and hitch a ride, or cause chaos launching your fellow valets wildly - the choice is yours. Driving has never been easier - just point and go!  Accessible driving controls allow anyone to quickly become a valet, with plenty of hidden techniques for mastering your valet game and cornering the market."
Action Adventure|Open-World|,"Jan 31, 2020",E,BadLand Publishing,75,BLG Publishing,Willy Jetman: Astromonkey's Revenge,7.5,"Willy Jetman: Astromonkey's Revenge is an arcade shooter full to the brim with action and shooting, inspired by the console classics of the 90s. In the orbit of the planet Gravos there has been a terrible accident that has caused an environmental disaster, filling the planet with space garbage. Willy is a street sweeper whose mission will be to collect the garbage and take it to the recycling centres while facing countless enemies, but he will soon find out that his destiny is preparing more surprises than he could have imagined. Enjoy this exciting adventure that will transport you to a faraway world. Explore, fight, earn experience, purchase weapons... don't let your guard down even for a second and save your friends to become the biggest intergalatic hero of all time... or not."
Role-Playing|Action RPG|,"Feb  9, 2021",None,Silesia Games,75,Transolar Games,Hero-U: Rogue to Redemption,tbd,"<span class=""blurb blurb_collapsed"">Hero-U: Rogue to Redemption is an epic - and humorous - fantasy adventure and role-playing game in which you take on the role of Shawn O'Conner, a young man striving to become a hero as well as a rogue.<br/><br/>Hero-U: Rogue to Redemption is the work of Lori Ann Cole and Corey Cole, creators of</span>"
Strategy|Turn-Based|Tactics|,"Feb 13, 2020",T,Nintendo,75,Intelligent Systems,Fire Emblem: Three Houses - Side Story: Cindered Shadows,8.3,"Cindered Shadows es un dlc muy completo que complementa perfectamente la historia original. Nos ofrece una nueva trama, mucho más corta, pero con un grado dificultad superior. La historia es interesante, aunque no al nivel del juego base. Los nuevos personajes, que también estarán disponibles en las rutas habituales del juego son carismáticos y con nuevas clases y habilidades que dan aún más variedad al combate. En general, si lo tenemos en cuenta como un complemento de Three Houses, es totalmente recomendable."
Strategy|Management|Business / Tycoon|,"Nov  3, 2020",None,Frontier Developments,75,Frontier Developments,Jurassic World Evolution: Complete Edition,7.6,"Build your own Jurassic World for the first time or relive the adventure on the go with Jurassic World Evolution: Complete Edition! Packed with every piece of downloadable content available, Jurassic World Evolution: Complete Edition for Nintendo Switch includes all three major narrative"
Strategy|General|,"Aug 11, 2021",E,GrizzlyGames,75,GrizzlyGames,ISLANDERS: Console Edition,tbd,"You want to build beautiful cities without investing hours on end into stressful resource management? Say no more! ISLANDERS should be right up your alley. ISLANDERS is a minimalist strategy game about building cities on colorful islands. Explore an infinite number of ever-changing new lands, expand your settlements from sprawling villages to vast cities and enjoy the relaxing atmosphere."
Role-Playing|Japanese-Style|,"Mar  3, 2017",E10+,Square Enix,75,Tokyo RPG Factory,I Am Setsuna,7.5,"<span class=""blurb blurb_collapsed"">This is the story of Setsuna; a young woman of incredible inner strength and the sacrifice she must make to save the people of her land.<br/> <br/>The Island had a custom.
To maintain peace, once a decade, a sacrifice was offered to a fiend on the island.

However, one year, the fiend grew</span>"
Action|Beat-'Em-Up|3D|,"Feb 28, 2020",T,Paper Cult,75,Paper Cult,Bloodroots,7.2,"Betrayed and left for dead, Mr. Wolf is hell-bent on finding his killer and enacting revenge - alone, and vastly outnumbered. Thankfully for Mr. Wolf, the world is your weapon in Bloodroots - a relentless action game that unfolds across the sprawling Weird West. You’ll choreograph spectacular, ultra-violent combos by making use of everything around you, from hatchets, to ladders, to...carrots? It’s improvise or die, as Mr. Wolf fights his way to the center of the mystery: why was he betrayed?"
Action|Adventure|General|Platformer|2D|,"Apr 30, 2020",M,PM Studios Inc.,75,Homeless Unicorn,Ministry of Broadcast,7.9,"Usually, the protagonists of video games are perceived as heroes because they make the right choice when in trouble; unless more options,"
Action|Platformer|2D|,"Jul  9, 2018",T,DotEmu,75,The Digital Lounge,Another World,7.8,"<span class=""blurb blurb_collapsed"">Also known as Out Of This World, Another World is a pioneer action/platformer that released across more than a dozen platforms since its debut in 1991. Along the years, Another World has attained cult status among critics and sophisticated gamers alike.<br/> <br/>Another World chronicles the story</span>"
Action|Platformer|Shooter|First-Person|2D|Arcade|,"Sep 28, 2021",E10+,Tribute Games,75,Zenovia,Steel Assault,tbd,The overall style of Steel Assault is insanely appealing and does a good job in delivering that in the gameplay. Steel Assault was one of
Action|Platformer|2D|,"Jun  5, 2021",T,Playism,75,Blastmode,Mighty Goose,7.4,"Having a blast with this game! Excellent pixel art, fun chaotic gameplay and juicy effects make you feel all the more powerful. Play sessions are bite-size enough to pick up the game during small 15 minute work breaks."
Role-Playing|Action RPG|,"Nov  8, 2018",T,Butterscotch Shenanigans,75,Butterscotch Shenanigans,Crashlands,7.3,"Become Flux Dabes, a galactic trucker whose latest shipment gets derailed by a chin-strapped alien menace named Hewgodooko, leaving you stranded on an alien planet. As you hustle to retrieve your packages youll become enmeshed in a nefarious plot of world domination, which will require all of your wits and both of your glutes to overcome. Learn recipes from the local sentient life, make new friends, uncover ancient secrets and deadly bosses, tame everything and build yourself a home-away-from-home as you learn to thrive on planet Woanope."
Action|General|,"Nov 22, 2018",None,Messhof,75,Messhof,Nidhogg 2,7.9,"Return of the Wurm. The next installment of the epic award-winning dueling tug-of-war is here. Stab, shoot, slice, or stomp your opponent to gain control of the screen, then book it to your side of the arena. Before long, a new opponent will appear in your way. If they kill you, they get control. Get all the way to your end of the arena to win--and be devoured by the Nidhogg. Enjoy new monstrous visuals by artist Toby Dixon and bangin beats from Mux Mool, Daedelus, Doseone, and more."
Adventure|General|,"Aug 27, 2021",None,Pixmain,75,Somnium Games d.o.o.,Inked: A Tale of Love,tbd,"Inked is a puzzle-platformer where you play as the Nameless Hero, a ronin character drawn by a comic book artist, Adam. By using simple geometrical shapes, you'll solve puzzles and venture through Adam's world to find Nameless Hero's lost love Aiko. The story goes deeper than first perceived entwining Adam and the Nameless Hero. Together they will embark on a journey that will forever change them both."
Action|Platformer|2D|,"Dec 10, 2019",E10+,Yacht Club Games,75,Yacht Club Games,Shovel Knight Showdown,7.3,"Shovel Knight Showdown is the ultimate platform fighting experience, where you can duel with up to 4 players and scramble after gems as your favorite heroic or villainous knight from the Shovel Knight: Treasure Trove saga. Gather your pals for endless multiplayer clashes, or choose from more than 16 playable characters in Story Mode, each with their own unique story to tell. Master every move, explore a vast array of items and locales, and discover new revelations in Shovel Knight Showdown. When a magical catastrophe creates a world of never-ending battle, the heroes and villains of the Shovel Knight saga must discover the source of the disaster and fight to set things right! Play as your favorite character (alone or with a friend in co-op battles), face off against powerful rivals, and perfect your platform fighting skills in full-featured practice and target modes on your way to an all-new final encounter. Unlock new content and revisit Shovel Knight Showdown again and again as you dig into an immense variety of single-player and local multiplayer modes, features, and customizations."
Action Adventure|General|Open-World|,"Aug 27, 2021",M,Grasshopper Manufacture,75,Grasshopper Manufacture,No More Heroes III,8.3,I gotta say this is a really great game!  Dont understand why some reviewers dont like it all due cuz its not on par with the graphics of their lovely ps4 or Xbox! but to me its looks just fine.  All 3 games looks good.  Gameplay is great and the story is well done.  Its a fun game period.  Sry if its not another Just Cause or Call of duty which both are ****  Good job Nintendo.
Action Adventure|Open-World|,"May  7, 2019",T,Vblank Entertainment Inc.,75,Vblank Entertainment Inc.,Shakedown Hawaii,7.4,A very worthy successor to Retro City Rampage. Nearly every feature from the previous title returns and has seen improvements. The graphical
Action|Fighting|2D|,"Jul  5, 2018",T,Chucklefish,75,Chucklefish,Pocket Rumble,7.5,"For this price this is a great introduction to fighting games, simple inputs for new players but a lot of depth too. A few UX issues in terms of menus, but nothing major."
Strategy|Adventure|General|Management|Business / Tycoon|,"Oct 11, 2019",E,Bandai Namco Games,75,Brownies,Doraemon: Story of Seasons,7.7,"Played for like 20 hours , gameplay is unique and challenging. Mini games are really fun. There is a lot of reading but it’s really thought out. Lots of stories and sort of reminds me of return to the homeland. If you want the most out of this game , watch season 1 and 2 of Doraemon on YouTube the Disney xd make. I have played almost all of the harvest moons and every story of seasons, I love this game so far. Definitely worth it."
Action|Shooter|Shoot-'Em-Up|Top-Down|,"Nov 21, 2019",T,Good Shepherd Entertainment,75,SuperScarySnakes,Black Future '88,7.5,"Black Future ’88 is a Synth-Punk roguelike 2D action Shooter. Vertically climb an always evolving procedural tower to reach the top and kill its insane owner…before your heart explodes. Shoot, slash, dash and upgrade yourself to survive the endless waves of deadly traps, homicidal AI and colossal Wardens standing in your way in a stylish alternative version of 1988."
Action|Platformer|2D|,"Dec 14, 2017",T,Digerati Distribution,75,BootdiskRevolution,Bleed,7.4,"<span class=""blurb blurb_collapsed"">Wryn is a girl with a big arsenal and big dreams -- she wants to be the ultimate videogame hero! Help her take down the Greatest Heroes of All Time in an action-packed bid to claim the title for herself and show the world what a true hero looks like!<br/> <br/>Bleed is an action-platformer focused</span>"
Action Adventure|General|Survival|,"Oct 12, 2017",T,Curve Digital,75,The Molasses Flood,The Flame in the Flood,7.4,"<span class=""blurb blurb_collapsed"">A rogue-lite river journey through the backwaters of a forgotten post-societal America. Forage, craft, evade predators!<br/> <br/>From the Art Director of BioShock and a team of veterans of the BioShock, Halo, Guitar Hero and Rock Band series comes The Flame in the Flood. Travel by foot and by raft</span>"
Miscellaneous|Compilation|,"Oct 29, 2019",E10+,Nighthawk Interactive,75,Digital Eclipse,Disney Classic Games: Aladdin and the Lion King,6.6,"2 of the most beloved Disney games of all time make their long-awaited return to modern consoles in Disney Classic Games: Aladdinand The Lion King. This package of Disney classics is filled with plenty of new features, enhancements, game modes, and display options, plus multiple versions of the games."
Action|Platformer|2D|,"Oct  1, 2020",E,Nintendo,75,Nintendo,Super Mario Bros. 35,7.5,"Super Mario Bros. with a 35-player twist. Race against time, defeat enemies, and sabotage your opponents in an online battle to be the last Mario standing.  Classic Super Mario Bros. gameplay gets an adrenaline boost. Each player is given the same timed stage, but you must defeat enemies to"
Adventure|General|,"Sep 21, 2018",T,Revolution Software,75,Revolution Software,Broken Sword 5 - The Serpent's Curse,7.4,"<span class=""blurb blurb_collapsed"">Paris in the spring. Shots ring out from a gallery.<br/> <br/>A robbery... a murder... and the beginning of another epic Broken Sword adventure.

From multi-award winning Revolution comes the latest mystery in this much loved adventure-puzzle series.

Playing as intrepid American George</span>"
Action|General|,"Nov  8, 2019",E,Nintendo,75,Tarsier Studios,The Stretchers,7.3,"This underrated gem of a game lands somewhere left of the middle between Crazy Taxi on the Sega Dreamcast and the comics of Joan Cornellà. Literally the first real Laugh Out Loud moments since I’ve owned a Nintendo Switch occurred today during our first session with this game. Recommended game for 2 player couch coop with your younger kiddo. My 6 year old held up really well and the 9 year old aced it. We had so many laughs, great stuff!"
Strategy|Turn-Based|Tactics|,"Sep 19, 2019",E10+,Finji,75,Finji,Overland,6.7,"I really enjoy this turn-based strategy game- the theme, the art style, and even the brutal difficulty. Sure it's not perfectly balanced and strokes of ill luck can be frustrating, but when you manage to get out of a tough scrape it's immensely satisfying. The game is all about close calls. I highly recommend playing your first few games with the ""level restart option"" on until you learn the quirks and mechanics of everything (basically there's no instructions so you'll learn by trial and error). I think that's part of the fun and mystery that this post-apocalyptic game provides."
Sports|Individual|Combat|Boxing / Martial Arts|,"Jul  9, 2018",T,Bromio,74,Bromio,Pato Box,7.5,"Pato Box is an adventure/fighting game inspired by the ""Punch-Out!!"" series. Is a surreal boxing quest with a luck! Test your reflexes as you fight your way through an evil corporation in search for retribution. Uncover their deepest secrets by exploring thrilling 3D environments with a graphic novel/comic book art style. Find the henchmen who took your dream away in an action-packed and fast-paced fights that will test you to the limit as a true boxing champion! Will you chicken out or learn how to DUCK?"
