genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Sports|Team|Ice Hockey|Sim|,71,Electronic Arts,4.4,E10+,Electronic Arts,NHL 22,"Powered by Frostbite, EA SPORTS™NHL®22 gets the superstar treatment. For the first time ever, experience EA SPORTS NHL on one of the industry’s most powerful game engines bringing visual detail to every hit, deke and shot. Superstar X-Factors lets you feel the personality and power of NHL superstars with an all-new ability system that unlocks the unique skills of the league’s most elite players. Authentic to real player skill and style, the stars of the NHL truly come to life in EA SPORTS NHL 22 making their time on ice more influential than ever . From HUT to World of Chel, Superstar X-Factors brings new class based strategy to every game mode. EA SPORTS NHL 22is an all new game for a new generation, giving you more ways to play and compete than ever before.","Oct 12, 2021"
Action Adventure|Open-World|,71,Ubisoft Quebec,2.3,None,Ubisoft,Immortals Fenyx Rising: A New God,"Muito ruim. removeram todas as partes boas de immortals e fizeram so cameras, ficou bem cansativo, nunca vi uma DLC tao ruim... sem contar que pra ir no mundo de ares, vc teria que ir no hefesto primeiro, e o jogo nao te diz isso, perdi horas a toa. um lixo.","Jan 28, 2021"
Racing|Arcade|Automobile|,71,RaceWard Studio,5.5,E,Bigben Interactive,RiMS Racing,"""RiMS Racing"" has become a successful motorcycle challenge for the console and PC. There are numerous setting options, content and motorcycles as well as spare parts. The different motorcycles feel believable and can be driven well through the different race tracks. The settings options with the various driving aids are also successful and the motorcycle status check is also pleasing right away. The graphics in the game also fit and the motorcycles still sound good. If you are looking for a new racing game with motorcycles, you should take a closer look at ""RiMS Racing"".","Aug 19, 2021"
Racing|Arcade|Automobile|,71,M2H,tbd,E,M2H,Crash Drive 3,"<span class=""blurb blurb_collapsed"">Are you ready for THE craziest multiplayer car stunting playground? Crash Drive is back!<br/> <br/>Experience ridiculous fun in this cross-platform multiplayer, free-roaming game! Drive monster trucks, tanks and more amazing vehicles across a huge open world. Level up, play events, earn cash,</span>","Jul  8, 2021"
Action Adventure|Open-World|,71,Ubisoft Sofia,6.6,M,Ubisoft,Assassin's Creed Valhalla: Dawn of Ragnarok,"In the most ambitious expansion in franchise history, Eivor must embrace their destiny as Odin, the Norse god of Battle and Wisdom. Unleash new divine powers as you embark on a desperate quest through a breathtaking world. Complete a legendary Viking saga and save your son in the face of the gods’ doom.","Mar 10, 2022"
Action|Rhythm|Music|,71,Glee-Cheese Studio,tbd,M,Digerati Distribution,A Musical Story,"Such a beautiful experience. This rhythm based game takes a new approach to the genre by actually forcing the player to understand the tempo of the music instead of being told through a direct visual aid when to click (rock band, guitar hero). It’s not that hard though since there is no penalty to messing up and the game will kick in and help you if you miss too many notes. Tells a unique story with stunning visuals that I highly recommend!","Mar  2, 2022"
Action|Platformer|2D|,71,Skrollcat Studios,6.6,E,PM Studios Inc.,Hoa,"Hoa is a beautiful puzzle-platforming single-player adventure game that features breathtaking hand-painted art, lovely music, and a peaceful, relaxing atmosphere. Experience the magic of nature and imagination as you play as the main character, Hoa, on her journey through breath-taking environments back to where it all began. Navigate with a keen eye and solve exploration-based puzzles. While relaxing to the organic rhythm of subtle storytelling and a soundtrack recorded with Budapest Scoring, you’ll fall in love with each scenario Hoa comes across, all while being intrigued by endless little wonders. Be a child - it's easier and harder than it may seem. ","Aug 24, 2021"
Adventure|3D|First-Person|,70,We Create Stuff,7.2,T,Modus Games,In Sound Mind,"From the creators of cult classic Nightmare House 2, comes an imaginative psychological horror experience that challenges your expectations and ushers you through the deepest corners of your mind. As you awake in the corridors of an inexplicable building, you find the environment takes on a life of its own and leads you to discover a series of victims, all exposed to the same experimental therapy. In your search for answers, bizarre visions emerge and introduce a host of imposing horrors. With your sanity in question, you have no choice but to rely on your instinct…and a cat named Tonia. In Sound Mind is a witty first-person psychological horror with frenetic puzzles, unique boss fights, and original music by The Living Tombstone. Explore and fight through a series of unsettling memories as you journey within the inner workings of the one place you can’t seem to escape—your own mind.","Sep 28, 2021"
Role-Playing|Western-Style|,70,Piranha Bytes,5.3,M,THQ Nordic,ELEX II,"ELEX II is the sequel to ELEX, the vintage open-world role-playing experience from the award-winning creators of the Gothic and Risen series, Piranha Bytes. ELEX II returns to the post-apocalyptic Science Fantasy world of Magalan with massive environments that can be explored with unrivaled","Mar  1, 2022"
Strategy|Real-Time|General|,70,Team17,6.4,None,Team17,Worms Rumble,"Best multiplayer game ever made! Just make sure to give it some time cz the learning curve is high especially when being placed with high level players. But once you get used to it, it's the most fun game ever made! Great weapons, amazing arenas, nice graphics, fantastic gameplay. Excellent Job Team17!","Dec  1, 2020"
Action Adventure|Open-World|,70,Ubisoft,7.3,M,Ubisoft,Watch Dogs: Legion - Bloodline,"Set before the events of Watch Dogs: Legion, the DLC expansion introduces a new storyline that tasks original Watch Dogs protagonist Aiden Pearce with stealing a robot-controlling device from Broca Tech – only to see the job go south as Watch Dogs 2’s Wrench interferes. Check out the trailer below to see how Aiden’s carefully laid plans unravel, and what he now risks as a result. Both Aiden and Wrench are playable during Bloodline’s story, and with the Season Pass or an in-game purchase, they can be added to your DedSec Resistance in the main campaign or in the Online mode. Each also comes with new abilities: Aiden can aim in slow-mo after a takedown, gets a damage buff with a well-timed reload, or disable nearby electronics with a System Crash. Wrench – in addition to an MPX SMG and LTL grenade launcher, both with custom skins – carries a big custom hammer named Lady Smash, deploys mini flashbangs called Ninja Balls, and can summon a custom drone named Sergei. [Ubisoft]","Jul  6, 2021"
Racing|Arcade|Automobile|,70,Milestone S.r.l,tbd,E,Milestone S.r.l,MXGP 2020 - The Official Motocross Videogame,"Career Mode: Take the role of a rookie in the world of Motocross. Join an official team or create your own. Live the main challenge of the career: racing through the official 2020 season. HEIGHTMAP BASED TRACK EDITOR. A new touch of realism for your tracks. Choose between 4 different terrain types. Use the heightmaps to create the track of your dreams in a realistic way, through hills and mountains Share your creations or download new ones. Roam free in the Playground area inspired by the suggestive Norwegian fjords. Choose your starting point, place the Waypoints around the map, race across them, complete the path and share it online. Low latency, reliable connection, high bandwidth to enhance your MXGP 2020 multiplayer experience. Race against your friends or free roam together in the new Playground area. RACE DIRECTOR MODE. Create, race and stream exciting online challenges using special cameras and deciding the fate of races.","Jan 14, 2021"
Simulation|Vehicle|Civilian|,70,Maximum Games,tbd,None,Maximum Games,Monster Truck Championship,"From Las Vegas to Orlando, go head-to-head against experienced drivers in drag races and freestyle competitions! But, before you can pull off donuts, wheelies, and bicycles, you must first tune your truck to perfection. These machines are spectacular and impressive, yet highly technical to drive. The game faithfully reproduces all the unique demands of mastering these powerful trucks, including independent front and rear-wheel management, mass transfer anticipation in bends, and predicting bounces after jumps. Pre-order now and receive the Patriot pack, which includes 1 livery named Sergeant Chaos and 1 Monster Truck shape named Patriot. ","Mar 16, 2021"
Simulation|Virtual|Career|,70,Skyhook Games,tbd,E,Curve Digital,Lawn Mowing Simulator,None,"Mar 31, 2022"
Action Adventure|Open-World|,70,Ubisoft Bordeaux,4.6,None,Ubisoft,Assassin's Creed Valhalla: Wrath of the Druids,"Though it was fun to return to the Valhalla world, this DLC is much too similar to the main adventure. Ireland's landscape looks almost identical to England, but with a few new baddies and challenges. Building trade posts and collecting goods for new weapons was enjoyable, but the amount of work to get the deeds for the posts versus the rewards are quite underwhelming. I enjoyed Wrath Of The Druids but it lacked any new excitement. Really hoping Paris is a much different landscape.","May 13, 2021"
Action Adventure|General|,70,Flying Wild Hog,7.0,M,Devolver Digital,Trek to Yomi,"Trek to Yomi is an ultra-stylised cinematic action-adventure that follows an enthralling story of Hiroki during his fall against the forces of evil. Experience his heroic return to make good on his failed promise to save the people he swore to protect. As a vow to his dying Master, the young","May  5, 2022"
Puzzle|General|,70,Graceful Decay,6.2,None,Annapurna Interactive,Maquette,"This is a master craft of a game. It’s fairly short. But it packs a pretty hard punch with its 4-5 hours of gameplay depending on how puzzle savvy you are. If you love a good story, perhaps even a love one, then don’t miss out on this game.","Mar  2, 2021"
Action|Fighting|3D|,70,CyberConnect2,7.7,None,Sega,Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,"Players can relive the story of Tanjiro Kamado as depicted in the TV anime Demon Slayer: Kimetsu no Yaiba. Its episodes start from the “Kamado Tanjirou Risshi Arc” of the TV anime, in which Tanjiro joins the Demon Slayer Corps and faces off against various demons, and end at the “Mugen Train","Oct 13, 2021"
Miscellaneous|Party / Minigame|,70,Rocket Vulture,tbd,None,Rocket Vulture,Cannibal Cuisine,"<span class=""blurb blurb_collapsed"">The god Hoochooboo is hungry for you. But serving is better than being served in this co-op cook 'em up! Chop up vegetables, fruits and tourists and serve your divine delicacies in arcade style with up to 4 chefs! <br/><br/>Ready, steady, cook your way through many levels in a full campaign across</span>","Jan 25, 2022"
Action Adventure|Adventure|General|3D|Open-World|First-Person|,69,Frogwares,7.1,M,Frogwares,Sherlock Holmes: Chapter One,"<span class=""blurb blurb_collapsed"">I am really happy they keep making those games.<br/> <br/>This one has a wonderful setting, a open world with a lot of details, great music that</span>","Nov 16, 2021"
Role-Playing|Japanese-Style|,69,Dreams Uncorporated,7.4,T,Modus Games,Cris Tales,"Cris Tales is a gorgeous, indie love letter to classic JRPGs with a new perspective. Peer into the past, act in the present, and watch as your choices dynamically change the future -- all on one screen as you play! Join the newly awakened Time Mage Crisbell and her fantastical companions on","Jul 20, 2021"
Action|Adventure|General|Platformer|2D|,69,Kaleidoscube,7.2,E10+,Mixtvision,A Juggler's Tale,"A Juggler’s Tale is a cinematic puzzle-platformer. Play as Abby, the marionette, and make your way through a medieval fairy tale world to find freedom. Use the puppet’s strings in unique puzzles, find your way around obstacles, and evade the relentless cut-throats that are hot on your heels – while the puppet master holds the strings firmly in his hands.  ""Ladies and Gentlemen! Come in, come in! In the mood for a story, are we?"" Abby is an artiste held captive at a circus: She spends her days entertaining the audience and her nights in a cage, longing for freedom. One day, she escapes the circus and gets to explore a mystical world. Alas, freedom comes at a cost and Abby soon finds herself dragged into the dangers this world has to offer: In a war-torn, medieval fairy tale, surrounded by ravaged, starving citizens and hunted by the relentless cut-throat Tonda, Abby has to cross raging rivers, make it through bandit camps and around traps. Her adventure is always accompanied by the lyrical rhymes of puppet master Jack, who tells her story while holding the strings of his puppets firmly in his ever-helpful hands. Who can Abby trust? Can she find a way to truly break free? Despite dangling from her threads, will Abby learn that she can still influence her destiny? ""Abby, Abby... Don't you see, the threads holding you up – also hold you back.""","Sep 29, 2021"
Action|General|Fighting|3D|,69,Komi Games,tbd,T,Forthright Entertainment,Mighty Fight Federation,None,"Feb 25, 2021"
Role-Playing|Strategy|Action RPG|Management|Business / Tycoon|,69,Twin Hearts,tbd,E10+,PQube,Kitaria Fables,None,"Sep  2, 2021"
Action|Shooter|First-Person|Tactical|Arcade|,68,Black Matter,7.1,M,Team17,Hell Let Loose,"You've never played World War 2 the way it was meant to be played... with lumbering tanks dominating the battlefield, crucial supply chains fuelling the frontlines, being a cog in the machine of colossal combined arms warfare. Hell Let Loose puts you in the chaos of war, complete with deep","Oct  5, 2021"
Action Adventure|Open-World|,68,Superbrothers,6.7,E,Superbrothers,JETT: The Far Shore,"JETT: The Far Shore invites you on an interstellar trip to carve out a future for a people haunted by oblivion in this cinematic action-adventure. As scout Mei, be the first to deploy to a mythic ocean planet. Take the helm of a 'jett' and explore a vast unknown – skim low over waves, roar","Oct  5, 2021"
Role-Playing|Action RPG|,96,From Software,7.9,M,Bandai Namco Games,Elden Ring,"A New World Created By Hidetaka Miyazaki And George R. R. Martin. ELDEN RING, developed by FromSoftware, Inc. and BANDAI NAMCO Entertainment Inc., is a fantasy action-RPG adventure set within a world created by Hidetaka Miyazaki creator of the influential DARK SOULS video game series; and George R.R. Martin author of The New York Times best-selling fantasy series, A Song of Ice and Fire. Danger and discovery lurk around every corner in FromSoftware's largest game to-date.  Hidetaka Miyazaki, President and Game Director of FromSoftware Inc. Known for directing critically-acclaimed games in beloved franchises including Armored Core, Dark Souls, and Sekiro: Shadows Die Twice.  George R.R. Martin is the #1 New York Times bestselling author of many novels, including the acclaimed series A Song of Ice and Fire - A Game of Thrones, A Clash of Kings, A Storm of Swords, A Feast For Crows, and A Dance with Dragons. As a writer-producer, he has worked on The Twilight Zone, Beauty and the Beast, and various feature films and pilots that were never made.","Feb 25, 2022"
Action Adventure|Linear|,93,Supergiant Games,8.6,T,Private Division,Hades,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre.  Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including","Aug 13, 2021"
Adventure|3D|First-Person|,92,Crows Crows Crows,9.1,None,Galactic Cafe,The Stanley Parable: Ultra Deluxe,"2013's The stanley parable is a classic. Full of humour and deep messages, a true successor of the first and the second Portal. Like The","Apr 27, 2022"
Role-Playing|Action RPG|,92,JapanStudio,8.0,None,Sony Interactive Entertainment,Demon's Souls,"From PlayStation Studios and Bluepoint Games comes a remake of the PlayStation classic, Demon’s Souls. Entirely rebuilt from the ground up and masterfully enhanced, this remake introduces the horrors of a fog-laden, dark fantasy land to a whole new generation of gamers. Those who’ve faced its trials and tribulations before, can once again challenge the darkness in stunning visual quality and incredible performance. In his quest for power, the 12th King of Boletaria, King Allant channelled the ancient Soul Arts, awakening a demon from the dawn of time itself, The Old One. With the summoning of The Old One, a colorless fog swept across the land, unleashing nightmarish creatures that hungered for human souls. Those whose souls were stripped from them, lost their minds – left only with the desire to attack the sane that remained. Now, Boletaria is cut off from the outside world, and the knights who dare penetrate the deep fog to free the land from its plight, are never seen again. As a lone warrior who has braved the baneful fog, you must face the hardest of challenges to earn the title “Slayer of Demons” and send The Old One back to its slumber.","Nov 11, 2020"
Action|Shooter|First-Person|Arcade|,91,Gearbox Software,7.6,M,2K Games,Borderlands 3,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters. Play solo or with friends to take on insane enemies, score loads of loot and save your home from the most ruthless cult","Nov 12, 2020"
Sports|Individual|Skate / Skateboard|,90,Vicarious Visions,7.2,None,Activision,Tony Hawk's Pro Skater 1 + 2,"<span class=""blurb blurb_collapsed"">Drop back in with the most iconic skateboarding games ever made. Play Tony Hawk's Pro Skater &amp; Tony Hawk's Pro Skater 2 in one epic collection, rebuilt from the ground up in incredible HD. All the pro skaters, levels and tricks are back and fully-remastered, plus more.<br/>Skate in super crisp</span>","Mar 26, 2021"
Role-Playing|Massively Multiplayer|,90,Square Enix,9.1,T,Square Enix,Final Fantasy XIV: Endwalker,Amazing expansion once again a visual treat fantastic music a top class narrative that shoots up the ranks as one of the greatest jrpgs ever made its great to see developers make a piece of art as well as a video game,"Dec  7, 2021"
Action Adventure|General|,89,William Chyr Studio LLC,6.9,E,William Chyr Studio LLC,Manifold Garden,"Rediscover gravity and explore a beautiful Escher-esque world of impossible architecture. Geometry repeats infinitely in every direction, and falling down leads you back to where you started. Manipulate gravity to change your perspective and see the world in new ways. Master the rules of the universe and restore a barren world with vegetation and life.","May 20, 2021"
Adventure|Visual Novel|,89,Kaizen Game Works,6.5,M,Fellow Traveller,Paradise Killer,"Paradise Island, a world outside reality. There's been a murder that only ""investigation freak"" Lady Love Dies can solve. Gather evidence and interrogate suspects in this open world adventure. You can accuse anyone, but you'll have to prove your case in trial to convict. It's up to you to decide who's guilty.","Mar 16, 2022"
Role-Playing|Action RPG|,89,Square Enix,8.3,T,Square Enix,Final Fantasy VII Remake Intergrade,FINAL FANTASY VII REMAKE expands upon and reimagines the spectacular world of the original PlayStation game. It covers up through the escape from Midgar and is the first game in the FINAL FANTASY VII REMAKE project. INTERGRADE is a bundle that includes both REMAKE and the new episode,"Jun 10, 2021"
Role-Playing|General|Western-Style|,89,ZA/UM,7.7,M,ZA/UM,Disco Elysium: The Final Cut,"Disco Elysium is about a detective who wakes up in a rundown coastal district with a banging headache and only a few dregs of memory left. You set out to discover what happened to him inside the unique world we have created. We’ve thrown together disco music, early motor carriages, and post-revolutionary angst for our setting, and brought it all to life with actual oil paintings.","Mar 30, 2021"
Action Adventure|General|,89,Capcom,8.3,M,Capcom,Devil May Cry 5: Special Edition,"<span class=""blurb blurb_collapsed"">Devil May Cry is back. The legendary stylish action game is better than ever in the ultimate version of this multi-award winning hit.<br/> <br/>New features:

- New playable character - Dante's brother and arch-rival, Vergil
- Legendary Dark Knight mode - an extremely challenging horde mode</span>","Nov 12, 2020"
Action|Platformer|3D|,88,Insomniac Games,8.5,E10+,PlayStation Studios,Ratchet & Clank: Rift Apart,"Ratchet & Clank: Rift Apart is an intergalactic adventure from Insomniac Games that showcases what’s possible for games designed around PS5’s  SSD and DualSense wireless controller. Players seamlessly travel through different dimensions in mid-gameplay. The DualSense wireless controller brings combat to life, with haptic feedback and the adaptive triggers adding powerful sensations that increase immersion in combat.","Jun 11, 2021"
Action Adventure|Linear|,88,Hazelight,9.1,None,Electronic Arts,It Takes Two,"From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically","Mar 26, 2021"
Action|Shooter|First-Person|Arcade|,88,Arkane Studios,6.5,T,Bethesda Softworks,Deathloop,"If at first you don't succeed Die, Die Again. From the team at Arkane Lyon comes an innovative take on first-person action. ""DEATHLOOP"" transports players to the lawless island of Blackreef in an eternal struggle between two extraordinary assassins. Explore stunning environments and meticulously designed levels in an immersive gameplay experience that lets you approach every situation any way you like. Hunt down targets all over the island in an effort to put an end to the cycle once and for all, and remember, if at first you don't succeed die, die again.","Sep 14, 2021"
Role-Playing|Action Adventure|Action RPG|Open-World|,88,Guerrilla,8.0,T,PlayStation Studios,Horizon Forbidden West,"Join Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats. Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon. The land is dying. Vicious storms and an unstoppable blight ravage the scattered remnants of humanity, while fearsome new machines prowl their borders. Life on Earth is hurtling towards another extinction, and no one knows why. It's up to Aloy to uncover the secrets behind these threats and restore order and balance to the world. Along the way, she must reunite with old friends, forge alliances with warring new factions and unravel the legacy of the ancient past – all the while trying to stay one step ahead of a seemingly undefeatable new enemy.","Feb 18, 2022"
Action|Fighting|2D|,88,NetherRealm Studios,7.4,M,Warner Bros. Interactive Entertainment,Mortal Kombat 11 Ultimate,"Experience 2 robust and critically acclaimed story campaigns from Mk11 & Mk11: aftermath. Play as the complete 37-character roster including newly added fighters mileena, RaiN & rambo. Thousands of Skins & weapons & Gear for an unprecedented level of Fighter customization. Includes all previous guest fighters such as Terminator Joker spawn & robocop. Every mode included.","Nov 17, 2020"
Action Adventure|Open-World|,87,Sucker Punch,7.1,M,SCEE,Ghost of Tsushima: Director's Cut,"Ghost of Tsushima Director's Cut includes: Ghost of Tsushima full game; Iki Island expansion: New story, mini-games, enemy types and more*; Legends online co-op mode; Downloadable content: Digital mini art book, Director's commentary, One Technique Point, Charm of Hachiman's Favor, Hero of","Aug 20, 2021"
Miscellaneous|Compilation|,87,Naughty Dog,8.8,None,SCEE,Uncharted: Legacy of Thieves Collection,"The game looks absolutely stellar on PS5, and the 3D Audio really makes all the difference in realism- far more than I expected. It exceeded my expectations. If you’ve never played, $49 is well worth it. I don’t completely agree with charging $10 for existing owners of both games, but at least there is an upgrade path. The storytelling and cinematic style are top notch. I know there’s a movie coming out, and honestly it’s a terribly idea simply because the game is better than any movie could possibly be. That’s the issue- it’s just too good. Naughty Dog crushed it with this one.","Jan 28, 2022"
Miscellaneous|Compilation|,87,Team Ninja,8.0,M,SCEE,The Nioh Collection,"<span class=""blurb blurb_collapsed"">Celebrate the franchise's 4-year anniversary with remastered editions of both games featuring 4K and up to 120FPS support. <br/>For everyone that recently purchased the PlayStation 5 console, you will be able to experience the complete Nioh 2 adventure in Nioh 2 Remastered The Complete</span>","Feb  5, 2021"
Racing|Simulation|Automobile|,87,Polyphony Digital,2.0,E,PlayStation Studios,Gran Turismo 7,"From classic vehicles and tracks to the reintroduction of the legendary GT Simulation Mode – GT 7 brings together the best features from past installments of the series alongside the future. An even more realistic driving experience awaits thanks to haptic feedback, which brings to life what it’s like when the tires hit the road. PS5’s immersive 3D audio allows players to sense the position of other cars and drivers around them.","Mar  4, 2022"
Action|Fighting|2D|,87,Arc System Works,8.2,None,Arc System Works,Guilty Gear -Strive-,"“Guilty Gear -Strive-“ is the latest entry in the Guilty Gear fighting game franchise. Created by Daisuke Ishiwatari and developed by Arc System Works, “Guilty Gear -Strive-“ upholds the series’ reputation for groundbreaking hybrid 2D/3D cell-shaded graphics and intense, rewarding gameplay. There is a fully voiced story mode diving deep into the Guilty Gear universe, new characters joining fan favorites, and robust rollback net code. The cutting-edge 2D/3D hybrid graphics pioneered in the Guilty Gear series have been raised to the next level in “Guilty Gear -Strive-“. The new artistic direction and improve character animations will go beyond anything you’ve seen before in a fighting game!","Jun  8, 2021"
Action|Shooter|First-Person|Arcade|,87,Bungie,8.1,T,Bungie,Destiny 2: The Witch Queen,"The Definitive Destiny Campaign. Delve into Savathûn’s Throne World to uncover the mystery of how she and her Lucent Hive stole the Light. Learn the secrets to crafting new weapons, the new Glaive, and survive the truth within her web of lies. New Destination. A twisted wonderland of corruption and splendor, Savathûn’s Throne World plays host to a fragile balance of power. From her palace to the swamp, all that she hides can be found here. Weapon Crafting. Create custom weaponry with unique mod, shader, and stat combinations. Master the new Glaive weapon type and unleash powerful melee combos, projectile attacks, and a deployable energy shield. ","Feb 22, 2022"
Adventure|General|,87,Greg Lobanov,6.8,E,Finji,Chicory: A Colorful Tale,"<span class=""blurb blurb_collapsed"">A Painting Adventure: You're a dog wielding a magic paintbrush! Use the power of art to explore, solve puzzles, help your animal friends and restore color to the world in this top-down adventure game. <br/>Explore the Picnic Province, and draw on anything!<br/>  Manipulate the environment</span>","Jun 10, 2021"
Role-Playing|Japanese-Style|,87,Bandai Namco Games,8.7,T,Bandai Namco Games,Tales of Arise,"Challenge the Fate That Binds You. On the planet Dahna, reverence has always been given to Rena, the planet in the sky, as a land of the righteous and divine. Stories handed down for generations became truth and masked reality for the people of Dahna. For 300 years, Rena has ruled over","Sep 10, 2021"
Action|Platformer|3D|,86,Toys for Bob,8.0,None,Activision,Crash Bandicoot 4: It's About Time,"It's About Time - for a brand-wumping new Crash Bandicoot game! Crash fourward into a time shattered adventure with your favorite marsupials. Neo Cortex and N. Tropy are back at it again and launching an all-out assault on not just this universe, but the entire multiverse! Crash and Coco are here to save the day by reuniting the four Quantum Masks and bending the rules of reality. New abilities? Check. More playable characters? Yep. Alternate dimensions? Obviously. Ridonkulous bosses? For sure. Same awesome sauce? You bet your sweet jorts. Wait, are they actually jorts? Not in this universe!","Mar 12, 2021"
Role-Playing|Japanese-Style|,86,Ryu ga Gotoku Studios,8.2,M,Sega,Yakuza: Like a Dragon,"RISE FROM ROCK BOTTOM - Ichiban Kasuga, a low-ranking grunt of a low-ranking yakuza family in Tokyo, faces an 18-year prison sentence after taking the fall for a crime he didn't commit. Never losing faith, he loyally serves his time and returns to society to discover that no one was waiting","Mar  2, 2021"
Adventure|Puzzle|Action|3D|Third-Person|,86,Corey Martin,tbd,None,Draknek & Friends,Bonfire Peaks,"<span class=""blurb blurb_collapsed"">Move onwards, move upwards, and leave nothing behind.<br/>Bonfire Peaks is a puzzle game about closure, by Corey Martin and published as well as co-produced by Draknek, creator of A Monster’s Expedition and Cosmic Express. Navigate expertly designed puzzles in a breathtakingly lovely</span>","Sep 30, 2021"
Action|Shooter|Third-Person|Arcade|,86,Housemarque,7.3,T,PlayStation Studios,Returnal,"Returnal transforms roguelike gameplay into a third-person shooter where players fight to survive a hostile planet that changes with every death. Players can switch instinctively between firing modes by using a single adaptive trigger and can get right back into the action after dying. PS5’s immersive 3D audio brings the alien world to life around the player, helping players navigate the intense positional combat.","Apr 30, 2021"
Action|Beat-'Em-Up|3D|,85,Torn Banner Studios,6.2,None,Deep Silver,Chivalry 2,"Chivalry 2 is a multiplayer first person slasher inspired by epic medieval movie battles. Players are thrust into the action of every iconic moment of the era - from the thunder of cavalry charges, to storms of flaming arrows, sprawling castle sieges and more. Catapults tear the earth apart as players lay siege to castles, set fire to villages and slaughter filthy peasants in the return of grand Team Objective maps. Ride to war on horseback and claim glory by your blade. Are ye a heroic warrior, or a blood-soaked murderer? Keep fighting and gurgling out battlecries even when wounded, bleeding out and missing limbs.  Enhanced player expression brings thousands of hilarious new voice-lines and deep character customization. A revamped, faster and more fluid combat system offers an expanded range of creative choices, allowing players to perfect their playstyle. Immersive sound and effects ensure every blow lands with the sickening thud of steel sinking into bone.","Apr 23, 2021"
Strategy|Real-Time|General|,85,Lab42,6.6,T,Paradox Interactive,Crusader Kings III: Console Edition,No game like this is on console you can play this so much ....they will bring new dlc in a game this will be even better over a years defenetly worth you money(don't read thous low ratings thous are  guys who have PC and consoles or consoles players hardcore(you know thous sony boring empthy games fans),"Mar 29, 2022"
Action Adventure|Open-World|,85,Insomniac Games,7.6,T,PlayStation Studios,Marvel's Spider-Man: Miles Morales,"The latest adventure in the Spider-Man universe builds on and expand Marvel’s Spider-Man through an all-new story. Players experience the rise of Miles Morales as he masters new powers to become his own Spider-Man. With PS5’s SSD, players can near-instantaneously fast-travel across Marvel’s New York City, or feel the tension of each one of Miles’s web-swings, punches, web shots, and venom blasts with the DualSense wireless controller’s haptic feedback. Highly-detailed character models and enhanced visuals across the game intensify the story of Miles Morales as he faces great, new challenges while learning to be his own Spider-Man.","Nov 12, 2020"
Action Adventure|General|,85,Remedy Entertainment,7.8,M,505 Games,Control: Ultimate Edition,"After a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control. This supernatural third-person action-adventure game will challenge you to master a combination of supernatural abilities, modifiable loadouts and reactive","Feb  2, 2021"
Action|Shooter|Third-Person|Arcade|,85,Digital Extremes,7.4,None,Digital Extremes,Warframe,"Set in the far reaches of outer space during a new Dark Age, WARFRAME introduces the Tenno, a race on the brink of extinction after being enslaved by the Grineer for centuries. Players enter WARFRAME on the cusp of the Grineer's victory over the Tenno until they begin to arm themselves with WARFRAMES - an ancient exo-skeletal technology only they can operate. Hidden within the Orokin Derelicts of a lost civilization, new WARFRAMES lie dormant and undiscovered.  These artifacts are the Tenno's only hope for survival.","Nov 26, 2020"
Action|Shooter|First-Person|Arcade|,85,Ghost Ship Games,7.2,T,Coffee Stain Publishing,Deep Rock Galactic,"<span class=""blurb blurb_collapsed"">Deep Rock Galactic is a 1-4 player co-op FPS featuring badass space Dwarves, 100% destructible environments, procedurally-generated caves, and endless hordes of alien monsters.<br/><br/>Work together as a team to dig, explore, and fight your way through a massive cave system filled with hordes of</span>","Jan  4, 2022"
Action Adventure|General|,85,Modern Storyteller,8.1,T,Maximum Games,The Forgotten City,"The Forgotten City is a mature narrative-driven game, and a re-imagining of the critically acclaimed mod that won a national Writers’ Guild award and racked up over 3 million downloads. Trapped in a secret underground city during the Roman Empire, twenty-three lost souls cling to life. In this precarious utopia, if one person breaks the mysterious Golden Rule, everyone dies. As a time-traveler drawn two thousand years into the past, you’ll relive their final moments in an endless loop, exploring and interrogating, and changing the course of the day with each secret you uncover. Only by cleverly exploiting the time loop and making difficult moral choices can you hope to solve this epic mystery. Here, your decisions matter. The fate of the city is in your hands.","Jul 28, 2021"
