genres,release_date,rating,publisher,metascore,developer,title,userscore,summary
Puzzle|Stacking|,"Nov 10, 2020",E,Enhance Games,88,Monstars Inc.,Tetris Effect: Connected,7.7,"Tetris® Effect: Connected adds an all-new robust multiplayer expansion to the huge variety of addictive and innovative single-player modes that Tetris Effect is known for with all-new co-op and competitive online and local multiplayer modes. Tetris Effect is Tetris® like you've never seen it, or heard it, or felt it before—an incredibly addictive, unique, and breathtakingly gorgeous reinvention of one of the most popular puzzle games of all time, from the people who brought you the award-winning Rez Infinite and legendary puzzle game Lumines. Music, backgrounds, sounds, special effects—everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing, making any of the game's 30+ stages and 10+ modes something you'll want to experience over and over again. A challenge for the mind and a feast for all the senses, Tetris Effect: Connected is the perfect excuse to play Tetris again... and again...and again, and again, and again and again and again and again and again and again and... Game leverages Smart Delivery allowing access to both the Xbox One title and the Xbox Series X|S title when available."
Action|Fighting|2D|,"Nov 17, 2020",M,Warner Bros. Interactive Entertainment,88,NetherRealm Studios,Mortal Kombat 11 Ultimate,6.9,"Experience 2 robust and critically acclaimed story campaigns from Mk11 & Mk11: aftermath. Play as the complete 37-character roster including newly added fighters mileena, RaiN & rambo. Thousands of Skins & weapons & Gear for an unprecedented level of Fighter customization. Includes all previous guest fighters such as Terminator Joker spawn & robocop. Every mode included."
Racing|Simulation|Automobile|,"Jul 13, 2021",E,Electronic Arts,88,Codemasters,F1 2021,5.5,"Every story has a beginning in F1® 2021, the official videogame of the 2021 FIA FORMULA ONE WORLD CHAMPIONSHIP™. Enjoy the stunning new features of F1® 2021, including the thrilling story experience ‘Braking Point’, two-player Career, and get even closer to the grid with ‘Real-Season Start’."
Action|Action Adventure|Platformer|Open-World|None|Metroidvania|,"Jun 29, 2021",T,Binary Haze Interactive,88,Live Wire,ENDER LILIES: Quietus of the Knights,8.3,"Long ago, in the distant reaches of Land's End, an unforeseen rainfall transformed all living things into frenzied undead monstrosities known as the Blighted. Faced with a calamity far beyond their understanding, the kingdom fell into ruin with no end to the accursed rain in sight."
Adventure|General|,"Apr 29, 2021",None,Plug In Digital,88,Plug In Digital,Before I Forget,tbd,"A woman alone in a house. A mystery and a love story. Explore the present to uncover the past, in a short story of love and loss and a life well-lived. A narrative exploration that examines a world where memories are constantly fading and jumbled. A game about dementia and what happens when"
Action|Role-Playing|Platformer|Roguelike|2D|,"Apr 28, 2022",E10+,Cellar Door Games,87,Cellar Door Games,Rogue Legacy 2,7.8,"Me espantei com esse jogo, não imagina ser tão divertido, merece a nota que tem."
Role-Playing|Action RPG|,"Feb 15, 2022",M,CD Projekt Red Studio,87,CD Projekt Red Studio,Cyberpunk 2077,6.2,"Night City, California. Year 2077. The world is broken. MegaCorps manage every aspect of life from the top floors of their sky-scraping fortresses. Down below, the streets are run by drug pushing gangs, tech hustlers, and illegal braindance slingers. The in-between is where decadence, sex"
Action|Platformer|3D|Action Adventure|Open-World|,"Aug 25, 2021",T,Xbox Game Studios,87,Double Fine Productions,Psychonauts 2,7.7,"Razputin Aquato, trained acrobat and powerful young psychic, has realized his life long dream of joining the international psychic espionage organization known as the Psychonauts! But these psychic super spies are in trouble. Their leader hasn't been the same since he was kidnapped, and what's worse, there's a mole hiding in headquarters. Raz must use his powers to stop the mole before they execute their secret plan--to bring the murderous psychic villain, Maligula, back from the dead."
Action Adventure|General|,"Jan 20, 2021",M,Io Interactive,87,Io Interactive,Hitman 3,8.2,"<span class=""blurb blurb_collapsed"">Death Awaits <br/>HITMAN 3 is the dramatic conclusion to the World of Assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations. Agent 47 returns as a ruthless professional for the most important contracts of his entire career.</span>"
Action Adventure|General|,"Jul 20, 2021",E10+,Devolver Digital,87,Acid Nerve,Death's Door,8.3,Reaping souls of the dead and punching a clock might get monotonous but it's honest work for a Crow. The job gets lively when your assigned soul is stolen and you must track down a desperate thief to a realm untouched by death - where creatures grow far past their expiry and overflow with
Role-Playing|Japanese-Style|,"Sep 10, 2021",T,Bandai Namco Games,87,Bandai Namco Games,Tales of Arise,8.6,"<span class=""blurb blurb_collapsed"">Challenge the Fate That Binds You<br/><br/>On the planet Dahna, reverence has always been given to Rena, the planet in the sky, as a land of the righteous and divine. Stories handed down for generations became truth and masked reality for the people of Dahna. For 300 years, Rena has ruled over</span>"
Action|Shooter|First-Person|Arcade|,"Dec  8, 2021",T,Xbox Game Studios,87,343 Industries,Halo Infinite,8.0,Creo que halo es un juego demasiado bueno la campaña no la e completado pero lo que llevo me a gustado mucho el multiplayer lo juego desde la beta y me a parecido un juego increíble creo que es el mejor halo desde Xbox one por qué no es el mejor por qué el primer halo bueno los primeros fueron una bomba por qué fueron los primeros multiplayer y algo malo de el juego es que los con el joystick derecho metas un puño y quite tanto daño la verdad es un juego muy bueno
Action Adventure|General|,"Feb  2, 2021",M,505 Games,87,Remedy Entertainment,Control: Ultimate Edition,7.5,"After a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control. This supernatural third-person action-adventure game will challenge you to master a combination of supernatural abilities, modifiable loadouts and reactive"
Action Adventure|General|,"Jul 28, 2021",T,Maximum Games,86,Modern Storyteller,The Forgotten City,8.5,"The Forgotten City is a mystery adventure game of exploration and deduction. Travel 2,000 years into the past and relive the final days of a cursed Roman city, where if one person sins, everyone dies.  Combat is an option, but violence will only get you so far. Only by questioning an"
Action|Platformer|3D|,"Mar 12, 2021",None,Activision,86,Toys for Bob,Crash Bandicoot 4: It's About Time,7.0,"<span class=""blurb blurb_collapsed"">It's About Time - for a brand-wumping new Crash Bandicoot game! Crash fourward into a time shattered adventure with your favorite marsupials.<br/><br/>Neo Cortex and N. Tropy are back at it again and launching an all-out assault on not just this universe, but the entire multiverse! Crash and Coco</span>"
Action|Platformer|2D|,"Feb  8, 2022",E10+,Private Division,85,roll7,OlliOlli World,6.7,"OlliOlli World is a bold new skateboarding action-platformer that’s bursting with personality. Flip and flow through the vivid and vibrant world of Radlandia, meeting colorful characters as you grind, trick, and air your way to discover the mystical skate gods on your quest for Gnarvana."
Action|Shooter|First-Person|Arcade|,"Oct 12, 2021",M,id Software,85,id Software,Quake Remastered,tbd,None
Action Adventure|Open-World|,"Apr 23, 2021",M,Sega,85,Ryu ga Gotoku Studios,Judgment,8.9,"From the makers of the acclaimed Yakuza series, Ryu Ga Gotoku Studio, Judgment is the dramatic tale of a disgraced lawyer seeking redemption in a world rife with corruption and despair. Investigate the seedy Red Light District of Kamurocho by stepping into the mind of private detective Takayuki Yagami and utilize innovative investigation systems to uncover the secrets that lie deep within Kamurocho's corrupt underbelly. Experience visceral combat with two unique combat styles. Take down groups of thugs with sweeping blows in Crane Style, then switch to Tiger to overwhelm a single foe with a series of powerful strikes. Practice mixing-and-matching styles in combat in conjunction with a wide variety of skills, weapons, and powerful (and hilarious) EX Actions to unlock a whole new dimension in combat."
Role-Playing|Action RPG|,"Mar 16, 2022",None,Finji,85,ISOMETRICORP Games,Tunic,7.9,"<span class=""blurb blurb_collapsed"">TUNIC is an action adventure game about a tiny fox in a big world where you don't belong. Presented by Finji.<br/> <br/>Developed by Andrew Shouldice, TUNIC is a game shrouded in mystery and intrigue. Crafted to evoke feelings of classic action adventure games, TUNIC stars a heroic little fox as</span>"
Action|Shooter|First-Person|Arcade|,"Feb 22, 2022",M,Bungie,85,Bungie,Destiny 2: The Witch Queen,8.0,"The Definitive Destiny Campaign. Delve into Savathûn’s Throne World to uncover the mystery of how she and her Lucent Hive stole the Light. Learn the secrets to crafting new weapons, the new Glaive, and survive the truth within her web of lies. New Destination. A twisted wonderland of corruption and splendor, Savathûn’s Throne World plays host to a fragile balance of power. From her palace to the swamp, all that she hides can be found here. Weapon Crafting. Create custom weaponry with unique mod, shader, and stat combinations. Master the new Glaive weapon type and unleash powerful melee combos, projectile attacks, and a deployable energy shield. "
Action Adventure|General|,"Nov 10, 2020",M,Capcom,84,Capcom,Devil May Cry 5: Special Edition,7.9,"<span class=""blurb blurb_collapsed"">Devil May Cry is back. The legendary stylish action game is better than ever in the ultimate version of this multi-award winning hit.<br/> <br/>New features:

- New playable character - Dante's brother and arch-rival, Vergil
- Legendary Dark Knight mode - an extremely challenging horde mode</span>"
Strategy|Management|Business / Tycoon|,"Nov 10, 2020",None,Frontier Developments,84,Frontier Developments,Planet Coaster: Console Edition,5.4,I have been playing for a while on Xbox. I made a very imperfect park in challenge mode that I can’t let go. I keep updating the park with new
Action Adventure|General|,"Sep 10, 2021",M,Square Enix,84,Deck Nine Games,Life is Strange: True Colors,6.1,"<span class=""blurb blurb_collapsed"">A bold new era of the award-winning Life is Strange begins, with an all-new playable lead character and a thrilling mystery to solve!<br/> <br/>Alex Chen has long suppressed her 'curse': the supernatural ability to experience, absorb and manipulate the strong emotions of others, which she sees as</span>"
Action Adventure|Open-World|,"Nov 10, 2020",None,Ubisoft,84,Ubisoft Montreal,Assassin's Creed Valhalla,7.8,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]"
Role-Playing|Action RPG|Action Adventure|Linear|,"Oct 26, 2021",None,Square Enix,84,Eidos Montreal,Marvel's Guardians of the Galaxy,8.6,"Fire up Star-Lord’s jet boots for a wild ride across the cosmos in this third-person action-adventure game, a fresh take on Marvel’s Guardians of the Galaxy. With the unpredictable Guardians at your side, blast your way from one explosive situation to another, with original and iconic Marvel characters caught in a struggle for the fate of the universe. You got this. Probably."
Role-Playing|Action RPG|,"Sep 17, 2021",T,United Label,84,United Label,Tails Of Iron,7.2,"Set in a grim land plagued by war, Tails of Iron is a hand-drawn RPG Adventure with punishingly brutal combat. As Redgi, heir to the Rat Throne, you must restore your broken Kingdom by banishing the merciless Frog Clan and their ferocious leader, Greenwart. As you explore the deceivingly charming world, you'll encounter a cast of unique companions, ready to aid you in your adventure. And you'll need all the help you can get, whether that's new meal recipes, blueprints to forge deadly weapons and armour, or even a land-chugging, armour-plated mole mobile! Overcome your fears. Rescue your brothers. Restore Your Kingdom. Your tail has begun. Master Brutal Combat: From frog zombies to gargantuan grubs - and everything in-between - the Kingdom is awash with danger. To overcome each perilous encounter, you'll need to study your opponent's attacks and react accordingly! Thankfully, there's a range of deadly abilities at your disposal, including parry bashes and fatal executions, not to mention ranged attacks with your nifty bow and arrow. Explore a Treacherous Kingdom: Fully accompanied by the deep, raspy narrations of Doug Cockle (voice of Geralt of Rivia from The Witcher), prepare to embark on an epic adventure across the mediaeval-fantasy Rat Kingdom. Complete side quests and faction hunts for some additional gold-on-the-side, or join forces with a sharp-eyed companion to help even the playing field. Customise your Attack: Adapt Redgi's combat style to the task at hand. Heavy armour may provide better protection but can you really afford to slow down your dodge-roll? And then there's the question of weapon; axes pack a punch, while spears are quick and nimble. Perhaps you'd prefer the all-round performance of a trusty broadsword? "
Action|Shooter|First-Person|Tactical|Arcade|,"Oct  5, 2021",M,Team17,84,Black Matter,Hell Let Loose,8.0,"You've never played World War 2 the way it was meant to be played... with lumbering tanks dominating the battlefield, crucial supply chains fuelling the frontlines, being a cog in the machine of colossal combined arms warfare. Hell Let Loose puts you in the chaos of war, complete with deep"
Role-Playing|Japanese-Style|,"Nov 10, 2020",None,Sega,83,Ryu ga Gotoku Studios,Yakuza: Like a Dragon,8.3,"I'm giving this game 10/10 to even the score since a lot of people reviewed it negatively for turned based combat in a Yakuza game in reality this game is 8/10. This game is super fun to play, and the touch of humor is just perfect."
Adventure|General|Action Adventure|Sandbox|,"May 14, 2021",E10+,Bandai Namco Games,83,Unknown Worlds Entertainment,Subnautica: Below Zero,7.7,Below Zero is an underwater adventure game set on an alien ocean world. It is a new chapter in the Subnautica universe and developed by Unknown Worlds. Return to planet 4546B. Dive into a freezing underwater adventure. Below Zero is set in an arctic region of planet 4546B. As a scientist
Action|Shooter|Third-Person|Arcade|,"Nov 10, 2020",M,Microsoft Game Studios,83,The Coalition,Gears 5,6.9,"<span class=""blurb blurb_collapsed"">The world is crumbling. The Swarm has corrupted the Coalition's robot army and is descending upon human cities. With danger closing in, Kait Diaz breaks away to uncover her connection to the enemy and discovers the true danger to Sera herself.<br/><br/>CHARACTERS: 

Kait Diaz
Kait was born and</span>"
Action Adventure|Survival|,"May  7, 2021",M,Capcom,83,Capcom,Resident Evil Village,8.5,"The next generation of survival horror rises in the form of Resident Evil Village, the eighth major entry in the Resident Evil series. With ultra-realistic graphics powered by the RE Engine, fight for survival as danger lurks around every corner. Years after the tragic events of Resident Evil 7 biohazard, Ethan Winters has started over with his wife Mia, finally living in peace and putting the past behind them. However, Chris Redfield, the legendary hero from previous Resident Evil games, suddenly disrupts their life, throwing a devastated Ethan into a new and twisted nightmare in search of answers."
Action|Rhythm|Dancing|,"Nov  4, 2021",E10+,Ubisoft,83,Ubisoft,Just Dance 2022,8.3,"Just Dance 2022, the ultimate dance game, is back with new universes and 40 hot new tracks from chart-topping hits like ""Believer"" by Imagine Dragons, ""Level Up"" by Ciara, and more. Looking for the perfect game to dance to the latest hits and share some fun with friends and family? Just"
Action Adventure|General|,"Nov 30, 2021",T,Oddworld Inhabitants,83,Oddworld Inhabitants,Oddworld: Soulstorm Enhanced Edition,7.8,"<span class=""blurb blurb_collapsed"">In Oddworld: Soulstorm, you pick-up where New 'N' Tasty left off. Abe has undergone an unwanted transformation from being a clueless Mudokon cog, literally about to be chewed up by the Glukkons' big business machine, into an unlikely hero, a beacon of hope. <br/><br/>Abe was someone who went about</span>"
Strategy|Real-Time|General|,"Mar 29, 2022",T,Paradox Interactive,83,Lab42,Crusader Kings III: Console Edition,4.6,"Cannot bring myself to give this iteration of the game anything higher than a 4. There are quite a few things missing from core game but it's not a big deal for me. What is are the major bugs and the AI itself is so random that it renders most of the game either so frustrating you don't want to play or so stupid that you refuse to call allies because they will just get you killed. 3 different holy wars where my army is left high and dry by the other half of the army that just sits a county away while I get destroyed. Reputation/Like system is so broken that you will have a -2500 penalty to vassalize a de jure lord when you have 3 times the soldiers, heirs will change religions and you can't convert them even after you take control of them. I guess they spent the entire time working on this UI that they thought no one would notice the game breaking bugs and glitches."
Role-Playing|Western-Style|,"Nov 11, 2021",M,Bethesda Softworks,82,Bethesda Game Studios,The Elder Scrolls V: Skyrim Anniversary Edition,3.8,10 Jahre ist es her seit Skyrim auf meiner Xbox 360 lief. Ich glaube es ist da mit Abstand am häufigsten gekaufte Spiel von mir. Ich hatte es
Strategy|Turn-Based|Tactics|,"Nov 10, 2020",M,Microsoft,82,Splash Damage,Gears Tactics,7.5,"At first I have to admit I went into this game expecting to give it a 6 but I was surprised with the production value from a game whose developers have never worked with the franchise. The IP is respected and actually feels like it expands upon the gears universe instead of creating its own little pocket story. The gameplay is also quite addictive but could become repetitive if the player doesn't vary their characters,  equipment and playstyle. Overall I see no faults in this game and would honestly enjoy more stories outside the main campaign that experiment with new gameplay."
Action|Fighting|3D|,"Oct 13, 2021",None,Sega,82,CyberConnect2,Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles,5.5,"Players can relive the story of Tanjiro Kamado as depicted in the TV anime Demon Slayer: Kimetsu no Yaiba. Its episodes start from the “Kamado Tanjirou Risshi Arc” of the TV anime, in which Tanjiro joins the Demon Slayer Corps and faces off against various demons, and end at the “Mugen Train"
Sports|Team|Other|,"May 21, 2021",E10+,Electronic Arts,82,Electronic Arts,Knockout City,7.3,"<span class=""blurb blurb_collapsed"">Jet Set Radio's aesthetic meets a very competitive and natural dodgeball PvP multiplayer game.<br/> <br/>NO AIMING REQUIRED –
""Easy to learn,</span>"
Action|Shooter|Third-Person|Arcade|,"Dec 15, 2020",None,Xbox Game Studios,82,The Coalition,Gears 5: Hivebusters,7.7,I've been absolutely addicted to this game on my series X. It did not disappoint by any means. This is a truly amazing hardware showcase for the Xbox series X. Games like this make my purchase of the Xbox series X justifiable.
Action Adventure|General|,"Apr  5, 2022",E10+,Warner Bros. Interactive Entertainment,82,Warner Bros. Interactive Entertainment,LEGO Star Wars: The Skywalker Saga,8.5,"LEGO Star Wars: The Skywalker Saga will feature hundreds of playable characters - the most ever for a LEGO Star Wars game - and ships, LEGO's signature sense of humour and fun, and new innovations, options, and gameplay features. Players can start the game at any point in the Star Wars"
Role-Playing|Action Adventure|General|Western-Style|,"May  5, 2022",T,Fellow Traveller,81,Jump Over The Age,Citizen Sleeper,tbd,"<span class=""blurb blurb_collapsed"">Live the life of an escaped worker, washed-up on a lawless station at the edge of an interstellar society. Inspired by the flexibility and freedom of Tabletop RPGs, explore the station, choose your friends, escape your past and change your future.<br/>LIFE ON ERLIN'S EYE<br/>An abandoned station</span>"
Action|Action Adventure|Platformer|Open-World|Metroidvania|,"Feb 14, 2022",M,The Arcade Crew,81,Berzerk Studio,Infernax,7.1,"This game is pretty good and a nice nod to Castlevania II: Simon's Quest. It can be very challenging in places, the music is good and it can"
Action Adventure|Open-World|,"Jul  6, 2021",M,Ubisoft,81,Ubisoft,Watch Dogs: Legion - Bloodline,7.4,"Set before the events of Watch Dogs: Legion, the DLC expansion introduces a new storyline that tasks original Watch Dogs protagonist Aiden Pearce with stealing a robot-controlling device from Broca Tech – only to see the job go south as Watch Dogs 2’s Wrench interferes. Check out the trailer below to see how Aiden’s carefully laid plans unravel, and what he now risks as a result. Both Aiden and Wrench are playable during Bloodline’s story, and with the Season Pass or an in-game purchase, they can be added to your DedSec Resistance in the main campaign or in the Online mode. Each also comes with new abilities: Aiden can aim in slow-mo after a takedown, gets a damage buff with a well-timed reload, or disable nearby electronics with a System Crash. Wrench – in addition to an MPX SMG and LTL grenade launcher, both with custom skins – carries a big custom hammer named Lady Smash, deploys mini flashbangs called Ninja Balls, and can summon a custom drone named Sergei. [Ubisoft]"
Sports|Team|Baseball|Sim|,"Apr 16, 2021",None,MLB AM,81,Sony Interactive Entertainment San Diego Studio,MLB The Show 21,6.9,"Be a 2-way star. For the first time, take your Ball Player from Road To The Show and use him in other game modes. Now your Ball Player can be a 2-way star. Enjoy Franchise improvements and updates to March To October which empower you to better make decisions on the future of your club. Live"
Racing|Arcade|Automobile|,"Jul  8, 2021",E,M2H,81,M2H,Crash Drive 3,tbd,"<span class=""blurb blurb_collapsed"">Are you ready for THE craziest multiplayer car stunting playground? Crash Drive is back!<br/> <br/>Experience ridiculous fun in this cross-platform multiplayer, free-roaming game! Drive monster trucks, tanks and more amazing vehicles across a huge open world. Level up, play events, earn cash,</span>"
Miscellaneous|Party / Minigame|,"Oct 14, 2021",T,"Jackbox Games, Inc.",81,"Jackbox Games, Inc.",The Jackbox Party Pack 8,tbd,"The eighth installment of the beloved Jackbox Party Pack franchise is here! Five hilarious new games will energize your next game night, holiday party, happy hour, or video call. No extra controllers needed - players use their phones or tablets to play along! Got a bigger group? Play with up"
Racing|Simulation|Automobile|,"Nov 10, 2020",E,Codemasters,81,Codemasters,DIRT 5,6.2,"I don't remember having so much fun with a racing game. It is a real pleasure to play this game. It has everything to entertain you for hours. The presentation is incredible. The graphics are outstanding, especially when it's raining. I am very happy I bought this game, the gameplay is so good and addictive.  This is a must have for all Series X owners."
Action|Shooter|First-Person|Arcade|,"Jun 18, 2021",None,Deep Silver,81,4A Games,Metro Exodus: Complete Edition,8.4,"<span class=""blurb blurb_collapsed"">Metro Exodus is an epic, story-driven first person shooter from 4A Games that blends deadly combat and stealth with exploration and survival horror in one of the most immersive game worlds ever created.<br/> <br/>Explore the Russian wilderness across vast, non-linear levels and follow a thrilling</span>"
Action|Beat-'Em-Up|3D|,"Jun  8, 2021",M,Deep Silver,81,Torn Banner Studios,Chivalry 2,6.0,"Chivalry 2 is a multiplayer first person slasher inspired by epic medieval movie battles. Players are thrust into the action of every iconic moment of the era - from the thunder of cavalry charges, to storms of flaming arrows, sprawling castle sieges and more. Catapults tear the earth apart as players lay siege to castles, set fire to villages and slaughter filthy peasants in the return of grand Team Objective maps. Ride to war on horseback and claim glory by your blade. Are ye a heroic warrior, or a blood-soaked murderer? Keep fighting and gurgling out battlecries even when wounded, bleeding out and missing limbs.  Enhanced player expression brings thousands of hilarious new voice-lines and deep character customization. A revamped, faster and more fluid combat system offers an expanded range of creative choices, allowing players to perfect their playstyle. Immersive sound and effects ensure every blow lands with the sickening thud of steel sinking into bone."
Racing|Simulation|Automobile|,"Apr 21, 2022",E,Milestone S.r.l,81,Milestone S.r.l,MotoGP 22,tbd,"Explore all the contents of the 2022 season in the MotoGP™ classes and in all the other categories. More than 120 riders, over 20 official circuits and all the excitement of the official championship are waiting for you. And if you want to take a leap into the past, over 70 historic champions will let you relive the best of MotoGP™ history."
Action Adventure|Open-World|,"Dec  3, 2020",T,Ubisoft,81,Ubisoft Quebec,Immortals Fenyx Rising,7.7,"[Formerly titled 'Gods & Monsters'] Immortals Fenyx Rising brings grand mythological adventure to life. Play as Fenyx, a new, winged demigod, on a quest to save the Greek gods. The fate of the world is at stake – you are the gods’ last hope. Wield the powers of the gods like Achilles' sword and Daidalos' wings to battle powerful enemies and solve ancient puzzles. Fight iconic mythological beasts like Cyclops and Medusa in dynamic combat in the air and on the ground. Use your skills and diverse weapons, including selfguided arrows, telekinesis, and more, for devastating damage. Discover a stylized open world across seven unique regions, each inspired by the gods. "
Racing|Simulation|Automobile|,"Sep  2, 2021",E,Maximum Games,80,KT Racing,WRC 10 The Official Game,6.2,"Very good game! I was doubting if I should stick with WRC9 or upgrade to 10. I was doubting as many comments on YouTube suggest that 10 looks worse etc. etc. Well, I took the risk and I find it way better. I compared some tracks like Finland and it looks really a lot better. The trees and foliage are more green and lush. The trees also look better in shape. What does look better in WRC 9 is the evenings with that orange glow of the sun trough the trees. In WRC 10 it's white. The cars handle a lot better especially on tarmac in WRC 10. It's also a lot easier than WRC 9 to keep your car under control. The new Estonia stages are incredible! I'm so happy that I upgraded and I finally came to the point to delete Dirt 2.0. This is giving me all I need. Although I will probably miss some of the classic cars like Opel etc. that are in Dirt 2.0. I just wanted to have one Rally game to focus on and I found it!"
Action Adventure|Survival|,"Oct  5, 2021",T,Epic Games,80,Remedy Entertainment,Alan Wake Remastered,7.9,"In this cinematic action-thriller, troubled author Alan Wake embarks on a desperate search for his missing wife, Alice. Following her mysterious disappearance from the Pacific Northwest town of Bright Falls, he discovers pages of a horror story he has supposedly written, but he has no memory of. Wake is soon forced to question his sanity, as page by page, the story comes true before his eyes: a hostile presence of supernatural darkness is taking over everyone it finds, turning them against him. He has no choice but to confront the forces of darkness armed only with his flashlight, a handgun and what remains of his shredded mind. His nightmarish journey to find answers to the mind-bending mystery he faces will lead him into the terrifying depths of the night. Alan Wake Remastered offers the complete experience, with the main game and its two story expansions - The Signal and The Writer - in stunning new 4K visuals. The tense, episodic story is packed with unexpected twists, heart-stopping cliff hangers, and intense bursts of combat where it takes more than bullets to banish the darkness. The game’s cutscenes, quirky cast of characters, and the majestic Pacific Northwest vistas have been enhanced for an experience that delivers as much on its visual impact as its unnerving atmosphere."
Puzzle|Matching|,"Dec  8, 2020",None,Sega,80,Sega,Puyo Puyo Tetris 2,7.0,Japan's beloved puzzle game series Puyo Puyo and the world renowned Tetris game franchise have teamed up again to deliver even more Puyo popping and Tetrimino clearing fun in Puyo Puyo Tetris 2. Playing is easy: match 4 or more same coloured Puyos or complete a line of blocks to clear them
Adventure|General|,"Dec 21, 2021",M,Assemble Entertainment,80,DigiTales Interactive,Lacuna - A Sci-Fi Noir Adventure,tbd,"<span class=""blurb blurb_collapsed"">You are Neil Conrad, CDI agent. Awoken by the news of a murder, you rush into a case that will soon turn your life and the whole solar system upside down. Ask questions, collect evidence, and put the pieces together until the ugly truth reveals itself... or not.<br/><br/>A murder. A hack. A bombing.</span>"
Action|Adventure|General|Platformer|2D|,"Sep  9, 2021",E10+,Annapurna Interactive,80,Beethoven & Dinosaur,The Artful Escape,7.6,Audio video masterpiece.  Such a joy to play.  Incredible voice acting.  It is basically a playable Wes Anderson movie complete with dioramas and Jason Swartzman.
Racing|Arcade|Automobile|,"Aug 12, 2021",None,Funselektor Labs Inc.,80,Funselektor Labs Inc.,art of rally,7.0,"<span class=""blurb blurb_collapsed"">""To do something dangerous with style is art...""<br/><br/>art of rally is a stylized experience inspired by the golden era of rally from the creator of Absolute Drift.

Race across the world through colorful and stylized environments in top-down view.

Compete for first place in the leaderboards</span>"
Sports|Team|Baseball|Sim|,"Apr  1, 2022",E,Sony Interactive Entertainment,80,Sony Interactive Entertainment San Diego Studio,MLB The Show 22,5.8,"Diamond Dynasty is back. Play, collect, and build on your fantasy card collection and bring to life on the diamond*. Try the new Mini Seasons mode, where each season brings new challenges as you face off against a new set of competition. Create and use multiple Ballplayers, beyond your Road"
Action Adventure|Linear|,"Mar  1, 2022",E,Frontier Foundry,80,Okomotive,FAR: Changing Tides,6.9,"I finished the game, the dn successful independent game I've been playing lately. Its subject, graphics and non-boring puzzles connect you to the game. Congratulations to the production team."
Sports|Team|Basketball|Arcade|,"Nov 10, 2020",None,2K Games,80,Visual Concepts,NBA 2K21,4.4,"NBA 2K21 is the latest title in the world-renowned, best-selling NBA 2K series, delivering an industry-leading sports video game experience. With extensive improvements upon its best-in-class graphics and gameplay, competitive and community online features, and deep, varied game modes, NBA 2K21 offers one-of-a-kind immersion into all facets of NBA basketball and culture - where Everything is Game."
Role-Playing|Action RPG|,"Sep 23, 2021",M,Activision,80,Blizzard Entertainment,Diablo II: Resurrected,3.6,"Diablo® II: Resurrected™ is a remastered version of the quintessential action RPG Diablo® II. Pursue the mysterious Dark Wanderer and fight the denizens of hell as you uncover the fate of the Prime Evils Diablo, Mephisto, and Baal. Features: Remastered graphics—monsters, heroes, items, spells, all resurrected. An epic story told through five distinct acts. Classic gameplay—the same Diablo II you know and love, preserved. Updated Battle.net support. Planned support for cross-progression—take your progress wherever you play. Diablo II: Resurrected includes all content from both Diablo II and its epic expansion Diablo II: Lord of Destruction®. Battle your way through icy caverns, horrific tombs filled with undead abominations, and frozen wastelands to the frigid summit of Mount Arreat and stop Baal, the Lord of Destruction. Raise hell with two Lord of Destruction playable classes—the cunning Assassin, master of traps and shadow disciplines, and the savage Druid, a bold shapeshifter and summoner who commands primal elemental magic."
