genres,metascore,developer,userscore,rating,publisher,title,summary,release_date
Action Adventure|Adventure|General|Point-and-Click|Linear|,73,Telltale Games,4.9,E10+,Telltale Games,Minecraft: Story Mode - Episode 3: The Last Place You Look,"Minecraft: Story Mode is like a playable TV show based on the game, where YOU are the star, and your choices and actions decide how the story is told. You are Jesse, and you and your friends are thrown into an adventure to save the world. While visiting EnderCon, your gang stumbles on something dreadful. Terror is unleashed, and your only hope is to track down the “Order of the Stone”, a fabled group of adventurers who slew the legendary Ender Dragon. But where are they? In a race against time, you will travel across the over-world, through the Nether, to The End, and beyond. ","Nov 24, 2015"
Action Adventure|General|Linear|,73,Borealys Games,7.2,E10+,Limited Run Games,Mages of Mystralia,"Accompany Zia as she strikes off to train and learn to control her magical abilities that had her exiled. Journey across the lands to meet other exiled mages and uncover runes with magical properties that can be combined into millions of different possibilities, letting you come up with completely new and incredible spells!","Aug 22, 2017"
Strategy|Real-Time|Defense|,73,Acquire,6.3,E10+,Sony Interactive Entertainment,No Heroes Allowed! VR,It's a small game but fun! Especially conversations is great. Not much of a strategy but have some strong gameplay moments. Full price buy is not advised but wait for a sale and try it!,"Oct 17, 2017"
Miscellaneous|Compilation|,73,Exordium Games,3.8,T,Modus Games,Bear With Me: The Complete Collection,"I made the mistake by starting the game with the Lost Robots episode. It was mostly comedic, had some smiles. Though it is a prequel, it","Jul 31, 2019"
Role-Playing|Action RPG|,73,Fatbot Games,4.4,T,Fatbot Games,Vaporum,"I had Vaporum on my list for quite a while now but didnt do the grab, until the recent PSN sale. Classic dungeon crawlers are pretty rare","Apr  9, 2019"
Action Adventure|Adventure|General|,73,Atmos Games,tbd,E10+,Serenity Forge,Neversong,"<span class=""blurb blurb_collapsed"">How can you make a side platformer game and not support the D pad ?<br/>it is way to short. The art style get's pretty boring. I loved the</span>","Jul 16, 2020"
Action Adventure|Survival|,73,Ice-Pick Lodge,7.7,M,tinyBuild,Pathologic 2,YOU CAN'T SAVE EVERYONE - Pathologic 2 is a narrative-driven dramatic thriller about fighting a deadly outbreak in a secluded rural town. The town is dying. Face the realities of a collapsing society as you make difficult choices in seemingly lose-lose situations. The plague isn't just a,"Mar  6, 2020"
Strategy|Real-Time|Command|,73,Codebyfire,tbd,E,Auroch Digital,The Colonists,"<span class=""blurb blurb_collapsed"">You take control of a team of self-replicating robots built to simulate human civilisation. After escaping Earth, The Colonists are now free to roam the galaxy in search of a new home and construct their dream settlement.<br/><br/>Take on a series of individual campaign missions, play randomly</span>","May  4, 2021"
Action|Shooter|Third-Person|Arcade|,73,Rebellion,5.9,T,Rebellion,Strange Brigade,"<span class=""blurb blurb_collapsed"">Egypt, the 1930's. Erased from ancient history and buried in a nameless tomb for 4,000 years, Seteki the Witch Queen has risen once again. Only one troop of daring heroes can stand against the fearsome power of Seteki and her army of mummified monstrosities: The Strange Brigade!<br/> <br/>Explore</span>","Aug 28, 2018"
Action|Shooter|First-Person|Arcade|,73,Bungie,5.6,T,Activision,Destiny 2: Shadowkeep,"New nightmares have emerged from the shadows of our Moon. Called forth by haunting visions, Eris Morn has returned. Join her to slay these nightmares before they reach out beyond the Moon to cast humanity back into an age of darkness. Features: New Missions, & Quests; New Destination & Dungeon; New Weapons and Gear to Earn; An All New Raid; and more.","Oct  1, 2019"
Strategy|Management|Government|,73,Haemimont Games,6.1,E10+,Paradox Interactive,Surviving Mars,"Surviving Mars is a sci-fi city builder all about colonizing Mars and surviving the process. Choose a space agency for resources and financial support before determining a location for your colony. Build domes and infrastructure, research new possibilities and utilize drones to unlock more","Mar 15, 2018"
Action Adventure|General|Modern|,73,TT Games,7.0,E10+,Warner Bros. Interactive Entertainment,LEGO Batman 3: Beyond Gotham,"Batman joins up with the super heroes of the DC Comics universe and blasts off to outer space to stop the evil Brainiac from destroying Earth. Using the power of the Lantern Rings, Brainiac miniaturizes worlds to add to his demented collection of mini cities from around the galaxy. Te greatest super heroes and the most cunning villains must now unite and travel to different Lantern Worlds to collect the Lantern Rings and stop Brainiac before nothing more can be done.","Nov 11, 2014"
Action|Platformer|3D|,73,TT Games,7.0,E10+,Warner Bros. Interactive Entertainment,LEGO Marvel Super Heroes 2,"With a completely original branching storyline, LEGO® Marvel Super Heroes 2  introduces amazing new gameplay features, including the ability for characters to manipulate time and a four-player competitive Super Hero battling mode. With a huge array of brand new characters from the Marvel Universe, including old favorites in new guises, this game is sure to thrill both LEGO and Marvel fans, as well as newcomers to the series.","Nov 14, 2017"
Sports|Team|Basketball|Arcade|,73,Saber Interactive,5.2,None,2K Games,NBA 2K Playgrounds 2,"NBA arcade action is back with NBA 2K Playgrounds 2. The sequel takes street balling to the next level with an expansive roster of current and retired NBA players, improved online matchmaking with dedicated servers, four-player online matches, three-point contests, new playgrounds, custom matches, and more. Pick your team, get ready to jam, and Ball Without Limits.","Oct 16, 2018"
Action|Adventure|General|Point-and-Click|,73,Telltale Games,7.0,M,Telltale Games,Game of Thrones: Episode Four - Sons of Winter,"In this fourth episode, the fate of the scattered Forresters hangs in the balance, and no one allied with the family is considered to be safe. An unexpected meeting offers Rodrik a new opportunity to free Ironrath from its Whitehill stranglehold, but with young Ryon Forrester still imprisoned, his next moves are critical. Gared must abandon Castle Black and venture beyond the Wall in search of the mysterious North Grove, risking encounters with Wildlings and worse. In King's Landing, the population is reeling from a recent royal death, and Mira must step carefully in an increasingly complex game of politics where secrets are traded as currency. Far away in Essos, Asher infiltrates the slave city of Meereen at the behest of Daenerys Targaryen, but will the friendship he holds dear break under the strain of a mission that raises memories best forgotten? [Telltale Games]","May 26, 2015"
Action|Simulation|Flight|General|Combat|,73,Ubisoft,6.9,E10+,Ubisoft,Eagle Flight,"50 years after humans vanished from the face of the Earth, nature reclaimed the city of Paris, leaving a breathtaking playground. As an eagle, you soar past iconic landmarks, dive through narrow streets, and engage in aerial dog fights to protect your territory from opponents. With intuitive controls, you quickly learn to perform impressive aerial maneuvers in the blink of an eye. Eagle Flight sends you to the skies to experience the freedom of flying and explore Paris from a never-before seen perspective.","Nov  8, 2016"
Role-Playing|Western-Style|,73,Experience Inc.,6.7,T,NIS America,Demon Gaze II,"<span class=""blurb blurb_collapsed"">Not as good as the first game in terms of characters, story, and balancing especially when they used preset characters this time.<br/><br/>But overall</span>","Nov 14, 2017"
Action|Sports|General|Individual|Combat|Wrestling|,73,Yuke's,7.2,T,2K Sports,WWE 2K16,"Offering more than 120 unique playable characters, including cover Superstar Stone Cold Steve Austin alongside Seth Rollins, Daniel Bryan, Dean Ambrose, Bad News Barrett, Paige and Finn Bálor, WWE 2K16 includes the largest roster in WWE games history. The roster contains a combination of current WWE Superstars and Divas, emerging NXT talent, WWE Hall of Famers and WWE alumni from multiple eras.","Oct 27, 2015"
Strategy|Management|Government|,73,Sold Out Software,7.2,E10+,Team17,Aven Colony,"Aven Colony puts you in charge of humanity's first extrasolar settlement on Aven Prime, an alien planet of deserts, tundras, and jungles light years from earth. Build the infrastructure, look after the well-being of your citizens, manage your resources, and guide your colony to prosperity --","Jul 25, 2017"
Action|Beat-'Em-Up|3D|,73,Omega Force,7.2,T,Koei Tecmo Games,Samurai Warriors 4-II,"This game kicks so much booty. I switched over from DW to SW when DW got bland, and this game is the spiciest of meatballs.  Every Musou is beautiful, every rage is beautiful, every rage musou is beautiful, every character is beautiful, every single one. The gameplay is faster than ever in the best possible way. I put over 40 hours into this game. Beyond satisfied.","Sep 29, 2015"
Action|Shooter|First-Person|Tactical|,73,Fatshark AB,6.0,M,Fatshark AB,Warhammer: End Times - Vermintide,"This game is honestly so much fun. I wish more people would give it a chance. To the people that say that they are having ""performance issues"", I have not had a single issue. The only issue I have with this game at all is that I wish more people played it! And that isn't the games fault.","Oct  4, 2016"
Role-Playing|Action RPG|,73,Deck 13,6.6,M,Focus Home Interactive,The Surge,"<span class=""blurb blurb_collapsed"">Set in a heavily dystopian future as Earth nears the end of its life, those who remain in the overpopulated cities must work to survive as social programs become saturated by an ageing population and increasing environmental diseases.<br/> <br/>As the intelligence of technology incrementally</span>","May 16, 2017"
Sports|Team|Soccer|Sim|,73,Konami,5.3,E,Konami,eFootball PES 2021,"<span class=""blurb blurb_collapsed"">The eFootball PES 2021 Season Update brings you all of the critically acclaimed features that won us E3 2019's ""Best Sports Game"" award, plus more!<br/>As the PES franchise celebrates a quarter of a century since its debut in 1995, we invite you to join us once again as we head out onto the</span>","Sep 15, 2020"
Racing|Simulation|Automobile|,73,Kunos Simulazioni,6.1,E,505 Games,Assetto Corsa,"Assetto Corsa is designed to provide a very realistic driving experience, with single player and multiplayer options, officially licensed cars and tracks developed using Laser scan technology, and the highest level of accuracy possible in reproducing real world motor racing environments. Also, Assetto Corsa allows for considerable customisation and modification, in order to satisfy the expectations of professional simracers, gamers who prefer to approach the driving experience more progressively, and hobbyists who just like to collect lots of cars and tracks.","Aug 30, 2016"
Action|Adventure|General|Point-and-Click|,73,Telltale Games,6.7,M,Warner Bros. Interactive Entertainment,The Walking Dead: The Telltale Series - A New Frontier,"<span class=""blurb blurb_collapsed"">Telltale's award-winning and chart-dominating The Walking Dead series returns with its third season  ""A New Frontier"".<br/> <br/>Continuing the emotionally powerful story-telling seen in Seasons One and Two, we return to one of gaming's most favoured characters - Clementine - a young girl who has</span>","Feb 28, 2017"
Adventure|Point-and-Click|,73,Pendulo Studios,6.6,M,Microids,Yesterday Origins,"In Yesterday Origins, the main protagonists John Yesterday and his partner Pauline, immortals who own an antiques store in Paris, travel across the globe through multiple periods. The story takes place across the current and medieval eras, through a series of flashbacks. At the beginning of the game, a young John is imprisoned by the Spanish Inquisition for witchcraft, just prior to the sequence of events that will change his life/lives forever. Although not yet able to resurrect at that point of his life, he has already attracted the attention and fallen foul of Church authorities due to his unusual ability to understand and speak every language he encounters.","Nov 17, 2016"
Role-Playing|Action RPG|,73,Square Enix,6.5,T,Square Enix,Star Ocean: First Departure R,"Space Date: 346. From a power yet undiscovered, a new generation will be born. Our tale begins on the primitive planet of Roak where Roddick lives in the peaceful and uneventful town of Kratus. As a member of the village’s local “Defence Force” tasked with the protection of Kratus, Roddick learns of a mysterious disease that has broken out in the neighboring town. Those infected turn to stone, but continue to live on in a petrified state. Roddick, along with his two friends Millie and Dorne, make their way to the neighboring town. Informed of a cure for the sickness, they head to Mt. Metorx where a healing herb is rumored to grow. When they reach the summit, the party encounter Ronyx and Ilia, who appear before them in a pillar of light. Thus, the story of STAR OCEAN begins... ","Dec  5, 2019"
Action|Simulation|Flight|General|Combat|,73,"Camouflaj, LLC",6.2,T,"Camouflaj, LLC",Marvel's Iron Man VR,"In Marvel’s Iron Man VR the player, who plays as the genius inventor Tony Stark, confronts ghosts from his past—powerful forces who seek to ruin him and everything he stands for. By fully embracing the magic of PlayStation VR, players will come face-to-face with iconic allies and Super Villains as they jet around the globe on a heroic mission to save not only Stark Industries, but the world itself. [PlayStation.com]","Jul  3, 2020"
Role-Playing|Action RPG|,73,CyberConnect2,7.9,T,Bandai Namco Games,Dragon Ball Z: Kakarot,"Relive the story of Goku in DRAGON BALL Z: KAKAROT! Beyond the epic battles, experience life in the DRAGON BALL Z world as you fight, fish, eat, and train with Goku. Explore the new areas and adventures as you advance through the story and form powerful bonds with other heroes from the","Jan 17, 2020"
Action|Shooter|Shoot-'Em-Up|Horizontal|,73,souvenir circ.,tbd,T,souvenir circ.,Azure Reflections,None,"May 15, 2018"
Action|Shooter|Shoot-'Em-Up|Vertical|,73,Moss,6.4,E10+,UFO Interactive,Raiden V: Director's Cut,"It's Raiden. If you loved 3 or 4 you will enjoy this. Epic soundtrack which is included in the physical. Very smooth effects, crisp textures, and bright colors. I've done one play through so far on normal and the only thing I didn't like was the blip sound as cheer numbers increase. I hope they add an option to turn that sound off like they did for the voices.","Oct 10, 2017"
Action|General|,73,Messhof,6.0,T,Messhof,Nidhogg 2,"Two fighters lock eyes and charge at each other, both wielding their swords with the intent of murdering the other. One stabs low, the other","Sep 15, 2017"
Role-Playing|Action RPG|,73,Nippon Ichi Software,6.2,E10+,NIS America,ClaDun Returns: This is Sengoku!,"Set in Japan's Sengoku Era, you wake up in the mysterious land of Arcanus Cella where the souls of the dead gather as they await reincarnation. However, some souls have unfinished business that needs to be settled before they can reincarnate. As the player, you will assist these souls by traveling to real-world locations in feudal Japan and fighting your way through dangerous dungeons filled with monsters and traps.","Jun  6, 2017"
Action|Platformer|2D|,73,Locomalito,6.9,T,Abylight,Maldita Castilla EX: Cursed Castilla,"From visuals, to gameplay and sound, this is a fantastic 8/16bit tribute...in particular Ghosts'n Goblins. The game is not as long as it could","Dec 16, 2016"
Miscellaneous|Compilation|,73,Team Ninja,5.9,M,Koei Tecmo Games,Ninja Gaiden: Master Collection,"Three extremely high speed and intense ninja action games are now available in one package. Enjoy 3 games from the NINJA GAIDEN series in this single collection.  The nostalgic yet timeless high-speed action of the series unfolds on the latest hardware, so look forward to heated battles with","Jun 10, 2021"
Action Adventure|Sci-Fi|Open-World|,73,Sucker Punch,7.4,T,SCEA,inFamous: First Light,"This is basically more of the same. If you liked Infamous second son, there is no doubt that you will like that one. I enjoy how you can run","Aug 26, 2014"
Adventure|Visual Novel|,73,Fiction Factory Games,tbd,T,PQube,Arcade Spirits,None,"May  1, 2020"
Miscellaneous|Compilation|,73,Warner Bros. Interactive Entertainment,7.6,E10+,Warner Bros. Interactive Entertainment,LEGO Harry Potter Collection,"The Lego Harry Potter Collection brings Years 1-4 and Years 5-7 to PS4 for the first time with both games remastered on one disc. This compilation unites the creative skills of Lego and the expansive world of Harry Potter, with a journey full of spell-casting, potion-making, puzzle-solving, lessons, dueling, and much more for players of all ages to enjoy. [Playstation.com]","Oct 18, 2016"
Action|Shooter|First-Person|Arcade|,73,CremaGames,6.7,M,CremaGames,Immortal Redneck,Calling back the days of Serious Sam; a new game called Immortal Redneck has arrived and it looks to fill the gap that the previously,"Feb 27, 2018"
Sports|Individual|Combat|Boxing / Martial Arts|,73,Survios,6.2,T,Survios,Creed: Rise to Glory,"This was my first foray into VR boxing, and frankly, it was way more than anticipated. I purchased the game as part of an upper body and cardio regimen, and not only is it tons of fun, but I huff, puff, and sweat like the big bad wolf having a stroke. While it's true that the story line in campaign mode is not exactly robust, what it does have is great, and the feel of looking around a fight club or boxing ring, or having Rocky train you in the gym in is just plain fantastic. If I had one complaint it would be that the PSVR doesn't track well if you are facing away from the camera, but that's more a system limitation than an issue with the game itself. I know whenever i play I burn a ton of calories and have a ton of fun, so as long as you aren't looking for more than that I can absolutely recommend this game wholeheartedly. The opponents get better as your stamina improves, and the online play    is great when the internet bandwidth allows it to be. I realized while playing last week that I can't wait to see what the future of VR boxing holds. The sport really lends itself to VR very well.","Sep 25, 2018"
Action|General|,73,Gamechuck,tbd,T,Chorus Worldwide,Speed Limit,"A daily train commute gone wrong: Speed Limit is a one take, non-stop arcade experience that never slows down. An old-school shooter boiled down to its core elements: Hard. Fast. Addictive. As soon as you think you’ve learned how the game works, it changes to a completely different genre, taking you through the history of the golden arcade era. Running. Driving. Flying. Dying (many, many times!). From the moment you click play to the moment you die, you are in control. And you will die. A lot.","Feb 16, 2021"
Role-Playing|Trainer|,73,VEWO Interactive Inc.,7.7,E10+,PQube,Nexomon: Extinction,"Nexomon: Extinction is a return to classic monster catching games, complete with a brand new story, eccentric characters and over 300 unique Nexomon to trap and tame. The world is on the brink of extinction as mighty Tyrant Nexomon fight for dominion over humans and monsters. Join the guild","Aug 28, 2020"
General|General|Action|Shooter|First-Person|Tactical|,73,EA DICE,5.1,T,Electronic Arts,Star Wars Battlefront,"Star Wars Battlefront lets players live out a broad array of heroic moments and intense battle fantasies of their own – firing blasters, riding speeder bikes and snow speeders, commanding AT-ATs and piloting TIE fighters and the Millennium Falcon. These battles will take place on the iconic planets of the Star Wars universe, including Endor, Hoth, Tatooine and the previously unexplored planet, Sullust. Gamers can play as the memorable characters from the original trilogy such as Darth Vader and Boba Fett. Star Wars Battlefront features a wide range of modes tailored for different types of battles, from larger 40-person competitive multiplayer to crafted missions that are played solo, with a partner via split-screen offline or co-operatively online. [EA/Lucasfilm] ","Nov 17, 2015"
Role-Playing|Action RPG|,73,Contingent99,7.2,E10+,Contingent99,Wizard of Legend,"One of the best indie games out there, great frantic, addictive action and while it's almost inconceivably difficult at first, once you figure","May 15, 2018"
Strategy|Turn-Based|Tactics|Action|Beat-'Em-Up|3D|,73,Sega,7.5,T,Sega,Sakura Wars,"Improve the Revue Flower Division team's fortune to avoid being shut down in Sakura Wars for PlayStation 4. Set in a 1940s steampunk Tokyo, this single-player game features a dynamic LIPS dialogue system so you can build relationships through what you say and the way you say it. Lead your motivated team members to victory on the battlefield for a thrilling Sakura Wars experience.","Apr 28, 2020"
Role-Playing|Japanese-Style|,73,Media.Vision,6.5,T,Bandai Namco Games,Digimon Story Cyber Sleuth: Hacker's Memory,"Hack your way to the truth! After being accused of a crime he didn't commit, Keisuke Amazawa has no choice but to dive into the digital world and investigate to prove his innocence. Even if that means joining a group of hackers and help them to solve the troubles threatening this mysterious","Jan 19, 2018"
Modern|Action|Shooter|First-Person|Tactical|,73,Ubisoft Montreal,7.2,M,Ubisoft,Tom Clancy's Rainbow Six Siege,"Tom Clancy’s Rainbow Six Siege is inspired by real world counter-terrorist organizations, and inserts players in the middle of lethal close-quarters engagements. For the first time in a Tom Clancy’s Rainbow Six game, players can choose from a variety of unique Counter Terrorist Operators and engage in tangible sieges, a new style of assault in which enemies have the means to transform their environments into modern strongholds while Rainbow Six teams lead the assault to breach the enemy’s position.","Dec  1, 2015"
Action|Platformer|2D|,73,Jaywalkers Interactive,tbd,E10+,Abstraction Games,Kick & Fennick,"this is a great game i have finished it on my vita and just got it on ps4 and the big screen just makes it more fun and stunning . In my opinion more indie games need to be of this quality and Fun as the the controls are dead on and the game is just fun all around , The concept of how you jump is amazing and adds so much style/fun into a basic movement so i highly recommend this game its controls are dead on the story is not deep but very engaging  and it looks beautiful","Jun  2, 2016"
Adventure|Point-and-Click|,73,Headup Games,5.3,T,Headup Games,The Inner World,"The Inner World is a wonderfully twisted point-and-click adventure game that takes place in Asposia, a land that defies all laws of physics by existing in an enormous hollow space.  Asposia is surrounded by rich soil and ventilated solely through three large wind fountains.  When the fountains start running dry, it is up to cheerful yet naive resident, Robert, to solve the mystery behind the wind's disappearance.","Mar 31, 2017"
Adventure|Point-and-Click|,73,Telltale Games,6.2,E10+,Telltale Games,Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,"Now that Jesse and the gang have vanquished the Wither Storm, saved the world, and become totally super famous heroes, life has gotten a bit more...complicated. With more responsibilities and less time for adventure, old friendships have started to fade -- at least until Jesse's hand gets stuck in a creepy gauntlet that belongs to an ancient underwater temple. Together with old pals and new comrades alike, Jesse embarks on a brand new journey filled with tough choices, good times, and at least one temperamental llama.","Aug 15, 2017"
Action|Action Adventure|Shooter|Survival|Light Gun|,73,War Ducks Ltd,6.6,T,War Ducks Ltd,Sneaky Bears,"The world is under attack… by evil teddy bears. Led by the evil mastermind bear Frank, they have seized control of a toy factory in which they are building an evil teddy bear army to take over the world. Armed with only your motion-controlled weapons, it is up to you to stop them and rescue the innocent panda teddy bears that Frank and his minions have taken hostage.","Aug 29, 2017"
Adventure|Point-and-Click|,73,Footprints Games,7.2,E10+,Adventure Productions,Detective Gallo,None,"Aug 14, 2018"
Role-Playing|Japanese-Style|,73,FuRyu,tbd,T,XSEED Games,Heroland,None,"Dec  3, 2019"
Action|Shooter|First-Person|Tactical|,73,Darkflow Software,7.1,M,Gaijin Distribution,Cuisine Royale,"Es lejos la mejor opción hoy en Julio de 2020, le gana a Warzone, PUBG y Apex. Es gratuito, y todos parten con lo mismo. Compras internas no","Dec  3, 2019"
Role-Playing|Massively Multiplayer|,73,ZeniMax Media,5.3,M,Bethesda Softworks,The Elder Scrolls Online: Greymoor,"<span class=""blurb blurb_collapsed"">A YEAR-LONG GOTHIC ADVENTURE<br/>Stop a powerful Vampire Lord from enslaving Tamriel in the Dark Heart of Skyrim, a gothic tale of sinister secrets and deadly betrayals. The Elder Scrolls Online: Greymoor is the next stage in the epic story that begins with the Harrowstorm DLC and continues</span>","Jun  9, 2020"
Action|Role-Playing|General|Roguelike|,73,Zen Studios,5.0,E10+,Zen Studios,Dread Nautical,"Welcome aboard a cruise liner called Hope. Supernatural forces have taken over the ship. With mysterious malevolent monstrosities aboard, you’ll need to seek out other survivors, track down food and other resources, and manage your safe haven in this tactical turn-based RPG from Zen Studios. Work your way across all 20 decks to unlock the mysteries of the ship to make it out alive and escape this vacation from hell.","Apr 29, 2020"
Role-Playing|Japanese-Style|,73,Happy Ray Games,tbd,T,Humble Bundle,Ikenfell,None,"Oct  8, 2020"
Adventure|Point-and-Click|,73,Fireart Games,tbd,None,The Irregular Corporation,TOHU,"Tohu’s story takes place across a weird and wonderful universe of fish planets. Jump in and you’ll discover a startling variety of locations to explore. From the back of a fetid swamp fish, to the garish hide of a circus seahorse, each location offers up a vivid new visual tapestry to feast your eyes upon.","Jan 28, 2021"
Action Adventure|Survival|,73,Mages.,tbd,None,XSEED Games,Corpse Party (2021),"A friendship ritual gone awry transports high school student Ayumi Shinozaki and her friends to an alternate reality version of a tragedy-stricken institution that stood on the site of their own school long ago. As the vengeful spirits of elementary school students threaten their lives and their sanity, their only hope of survival–much less escape–is to uncover the chilling details surrounding the murders of those trapped before them.","Oct 20, 2021"
Action Adventure|General|,72,Cyanide,7.2,M,Focus Home Interactive,Styx: Shards of Darkness,"Following the fall of Akenash tower, an extraordinary matter has forced Styx out of hiding and into Korrangar, city of the Dark Elves. Supposedly impregnable, a diplomatic summit offers Styx a chance at slipping in unnoticed. His infiltration complete, Styx will stop at nothing to accomplish","Mar 14, 2017"
Action Adventure|General|,72,Red Blue Games,5.9,E10+,Merge Games,Sparklite,"Sparklite is an action-adventure set in the whimsical and ever-changing land of Geodia. Battle foes in top-down action using an arsenal of gadgets, guns, and gear. Explore dangerous corners of the procedurally generated world, take down titans of the mining industry, and harness the power of Sparklite.","Nov 14, 2019"
Action|Rhythm|Music|,72,Atlus,6.2,T,Atlus,Persona 5: Dancing in Starlight,Choose from several difficulty levels and dance alongside the members of The Phantom Thieves in a customizable rhythm game experience. Characters can tear up the dance floor with a partner by performing well during a song and entering “Fever” mode; try out some of your favorite character combinations.,"Dec  4, 2018"
Sports|Team|Soccer|Arcade|,72,Frame Interactive,7.2,E10+,Sony Interactive Entertainment,Headmaster,"I love this game. It is for all ages and it is very fun for group of people, you can change turns and see who scored most. Good English humour interesting story line :D","Oct 13, 2016"
Action|Shooter|First-Person|Arcade|,72,Bungie,4.2,T,Activision,Destiny: House of Wolves,"Expand your Destiny adventure with a myriad of weapons, armor, and gear to earn in new story missions, 3 new competitive multiplayer maps, and a new cooperative Strike. Expansion II introduces a new competitive elimination mode in the Crucible and an all-new arena activity – The Prison of Elders. The Reef is open. Join the Awoken and hunt down the Fallen rising against us.","May 19, 2015"
Adventure|3D|Third-Person|,72,Quantic Dream,7.9,M,SCEA,Beyond: Two Souls,"Live the life of Jodie Holmes, a young woman who possesses supernatural powers through her psychic link to an invisible entity. Experience the most striking moments of Jodie's life as your actions and decisions determine her fate. As she traverses the globe, Jodie will face incredible challenges against a backdrop of emotionally-charged events never before seen in a video game.","Nov 24, 2015"
Sports|Team|Ice Hockey|Sim|,72,Electronic Arts,2.2,E10+,Electronic Arts,NHL 21,"Gameplay in NHL 21 has gotten smarter, faster and a whole lot flashier. With innovative moves and massive improvements on both sides of the puck, players have more options than ever before to take control of the game and impose their playstyle on opponents. Recognize Revolutionary with Gameplay in NHL 21. A brand new Be A Pro experience gives you the chance to live the life of an NHL player, on and off the ice. Impress the front office, go early on draft day, and chase greatness as you earn your spot on the first line, compete for the Stanley Cup, and become the league’s next best. Recognize Future with Be A Pro in NHL 21. World of Chel makes it easier than ever to jump in, and play solo or connect with friends on your way to wins and rewards. This year, we’re introducing Ranked Seasons — where you’ll compete across each of the four modes to earn rewards and play in the new EASHL Club Finals. [Electronic Arts]","Oct 13, 2020"
Adventure|General|,72,Revolution Software,7.2,T,Deep Silver,Broken Sword 5: The Serpent's Curse,"Incredible. I have to say, being a massive fan of the first two growing up, I was had doubts they could pull it off, (especially with BS 3/4 falling so short for me) But this really does feel like I'm playing a game from the same series as the first two. The art style, the voice acting, the story, the humour. I just hope if they decide to make another, they don't deviate again.","Sep  8, 2015"
General|Adventure|Visual Novel|,72,Mediatonic,6.4,E10+,Devolver Digital,Hatoful Boyfriend,GOTY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Game of the year!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"Jul 21, 2015"
Puzzle|Stacking|,72,WeirdBeard B.V.,6.9,E,WeirdBeard B.V.,Tricky Towers,"I absolutely adore this game. A fun, whimsical arcade game that has cool single player puzzels and an endless high-score mode. The real treat","Aug  2, 2016"
Action|Shooter|First-Person|Third-Person|Arcade|,72,Rebellion,6.2,M,Rebellion,Zombie Army 4: Dead War,Buen juego de zombies divertido y bien centrado en lo coop con amigos para poder mejorar en el aspecto ambiental,"Feb  4, 2020"
Role-Playing|Action RPG|,72,HexaDrive,7.5,M,Square Enix,Final Fantasy Type-0 HD,"<span class=""blurb blurb_collapsed"">perferct soundtrack , good storyline , fantastic ending , fun gameplay , lots of side quest , world map like ff7 ,8 and 9 .<br/>it's just my</span>","Mar 17, 2015"
Action Adventure|Survival|,75,Frictional Games,6.5,M,Frictional Games,Amnesia: Rebirth,"You can't let out a breath. The creature is only inches away. Its sole purpose - to feed off your terror. And so you crouch in the dark, trying to stop the fear rising, trying to silence what lies within you. ""I know you. I know what you're capable of."" In Amnesia: Rebirth, you are Tasi","Oct 20, 2020"
Simulation|Action Adventure|General|Survival|,75,Hinterland,6.6,T,Hinterland,The Long Dark,"The Long Dark is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness. Monitor your Condition, search for life-saving supplies, and master survival skills like fire-building, maintaining your gear, hunting, fishing, and landmark-based navigation. There are no zombies -- only you, the cold, and everything Mother Nature can throw at you. The hit Steam Early Access sandbox becomes the first survival game available on Xbox One!","Aug  1, 2017"
Racing|Simulation|Automobile|,75,Polyphony Digital,6.1,E,SCEA,Gran Turismo Sport,"The latest instalment of the Gran Turismo franchise is coming to PlayStation4 with the name Gran Turismo SPORT. The graphics, sound and physics engine promise to be the most realistic ever experienced in a driving simulator thanks to the new platform and the new technologies, but that alone would be a too obvious improvement: the way driving games are played also promise to undergo a revolution with Gran Turismo SPORT. This is a vision that invokes the rebirth of motorsports. The major difference between real life motorsports and Gran Turismo SPORT is in the fact that anyone, from children to the elderly, can participate and enjoy racing. Even players who have never played driving games until now can discover how fun it is to drive. Whilst at the same time, it promises the depth and complexity to meet the expectations of the existing Gran Turismo fans.","Oct 17, 2017"
Role-Playing|Western-Style|,75,Bethesda Game Studios,6.5,M,Bethesda Softworks,Fallout 4: Far Harbor,"A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours.","May 19, 2016"
